title,MAL_id,type,studio,release-season,release-year,release-date,source-material,episodes,score,members
Konigiri-kun,35696,TV (Continuing),Unknown,winter,2021.0,,Original,0.0,0.0,260.0
Liv & Bell,29421,TV (Continuing),Unknown,winter,2021.0,,,0.0,0.0,256.0
Beads no Mori no Rabi,35697,TV (Continuing),Unknown,winter,2021.0,,Original,0.0,0.0,253.0
Otoppe,35372,TV (Continuing),Unknown,winter,2021.0,,Original,0.0,0.0,250.0
Fuwafuwa Hour: Pui Pui & Muu Muu,36506,TV (Continuing),Unknown,winter,2021.0,,Original,0.0,0.0,248.0
Oidon to,35698,TV (Continuing),Unknown,winter,2021.0,,Original,0.0,0.0,223.0
Unicorn no Kyupi,34990,TV (Continuing),Unknown,winter,2021.0,,Original,0.0,0.0,220.0
Keito no Yousei: Knit to Wool,35695,TV (Continuing),Unknown,winter,2021.0,,Original,0.0,0.0,216.0
Pakkororin,38099,TV (Continuing),Unknown,winter,2021.0,,Original,0.0,0.0,202.0
Onigiri ni Naritai Cogimyun,41276,TV (Continuing),Unknown,winter,2021.0,,Other,0.0,0.0,194.0
Reizouko no Tsukenosuke!,38451,TV (Continuing),Unknown,winter,2021.0,,Original,0.0,0.0,190.0
Origami Ninja Koyankinte,41458,TV (Continuing),Directions,winter,2021.0,,,0.0,0.0,167.0
Awajishima no Shichifukujin,42998,TV (Continuing),Unknown,winter,2021.0,,Original,25.0,0.0,159.0
Pororo Donghwanala,48250,TV (Continuing),Unknown,winter,2021.0,,,0.0,0.0,159.0
Catch! Tiniping,48343,TV (Continuing),Unknown,winter,2021.0,,Original,52.0,0.0,155.0
Kaijuu Step Wandabada 2nd Season,41813,TV (Continuing),Usagi Ou,winter,2021.0,,Picture book,26.0,0.0,148.0
Sigan Yeohaengja Luke,48262,TV (Continuing),Unknown,winter,2021.0,,Original,52.0,0.0,124.0
Tenkuu Shinpan,43690,ONA,Zero-G,winter,2021.0,,Manga,12.0,6.75,243000.0
B: The Beginning Succession,37994,ONA,Production I.G,winter,2021.0,,Original,6.0,6.17,80000.0
Super Dragon Ball Heroes,37885,ONA,Toei Animation,winter,2021.0,,Game,0.0,5.28,64000.0
Holo no Graffiti,44042,ONA,Hololive Production,winter,2021.0,,Other,0.0,8.37,45000.0
Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen,47398,ONA,ufotable,winter,2021.0,,Original,4.0,6.7,38000.0
Wu Liuqi Zhi Xuanwu Guo Pian,45556,ONA,Unknown,winter,2021.0,,Original,10.0,8.44,34000.0
Jimihen!!: Jimiko wo Kaechau Jun Isei Kouyuu!!,44044,ONA,Studio Hokiboshi,winter,2021.0,,Manga,8.0,6.35,33000.0
Tian Guan Ci Fu Special,44070,ONA,Haoliners Animation League,winter,2021.0,,Web novel,1.0,8.5,30000.0
Otona no Bouguya-san II,42862,ONA,IMAGICA Lab.,winter,2021.0,,4-koma manga,12.0,5.49,11000.0
Enen no Shouboutai Mini Anime,45999,ONA,Unknown,winter,2021.0,,Manga,30.0,5.93,9000.0
Ajisai no Chiru Koro ni,43467,ONA,T-Rex,winter,2021.0,,Manga,1.0,6.36,6300.0
Shanhe Jian Xin,44196,ONA,Motion Magic,winter,2021.0,,Novel,16.0,7.76,6100.0
Himawari wa Yoru ni Saku,43466,ONA,T-Rex,winter,2021.0,,Manga,1.0,6.63,6100.0
Douluo Dalu: Haishen Zhi Guang,48631,ONA,Sparkly Key Animation Studio,winter,2021.0,,Novel,13.0,8.1,4900.0
Doupo Cangqiong 4th Season,44412,ONA,Motion Magic,winter,2021.0,,Novel,24.0,7.99,3800.0
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω Mini Anime,48615,ONA,AQUA ARIS,winter,2021.0,,Light novel,18.0,5.85,3800.0
Doki Doki! Mini Mini! Kakushi Dungeon Gekijou,45658,ONA,Unknown,winter,2021.0,,Light novel,14.0,5.86,3700.0
Home!,48577,ONA,Orange,winter,2021.0,,Original,1.0,6.71,3100.0
Youjo Shachou,43001,ONA,Project No.9,winter,2021.0,,Manga,13.0,6.61,3000.0
Shin Tennis no Ouji-sama: Hyoutei vs. Rikkai - Game of Future,41842,ONA,M.S.C,winter,2021.0,,Manga,2.0,7.04,2300.0
Blue Archive,48824,ONA,Yostar Pictures,winter,2021.0,,Game,0.0,6.65,2000.0
Inou no AICis: ESP & High School Detective,47537,ONA,Unknown,winter,2021.0,,Original,15.0,0.0,1600.0
Shiawase nara Niku wo Morou! The Animation,49580,ONA,Unknown,winter,2021.0,,Manga,1.0,5.43,1400.0
S-ke ni Totsuida M-jou no Nichijou,48467,ONA,BOMB! CUTE! BOMB!,winter,2021.0,,Other,2.0,5.33,1400.0
Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,45558,ONA,Original Force,winter,2021.0,,Novel,4.0,7.4,1400.0
Chocomatsu-san: White Day-hen,48409,ONA,Studio Pierrot,winter,2021.0,,Other,3.0,0.0,1300.0
Xing Wushen Jue,47044,ONA,Ruo Hong Culture,winter,2021.0,,Novel,40.0,6.95,1300.0
Huyao Xiao Hongniang: Liang Shenghua,48694,ONA,Haoliners Animation League,winter,2021.0,,Manga,12.0,6.54,1300.0
2.43 Mini Anime: Inside Story,46004,ONA,Unknown,winter,2021.0,,Novel,10.0,5.26,1300.0
Ai Zai Xiyuan Qian 2nd Season,47795,ONA,Taikong Works,winter,2021.0,,Music,16.0,0.0,1300.0
Chocomatsu-san: Valentine's Day-hen,46735,ONA,Studio Pierrot,winter,2021.0,,Other,3.0,6.0,1300.0
2.43 Mini Anime: Fukui-ben Kouza,46003,ONA,Unknown,winter,2021.0,,Novel,8.0,5.24,1200.0
Meijyou,48392,ONA,Poly Animation,winter,2021.0,,Original,1.0,5.15,1100.0
Mashiro no Oto Mini,46119,ONA,AQUA ARIS,winter,2021.0,,Manga,33.0,5.73,1000.0
Kuiba Zhi Shu Tu,47403,ONA,Vasoon Animation,winter,2021.0,,Novel,7.0,0.0,939.0
Ichiban Kuji Natsume Yuujinchou: Nyanko-sensei to Hana Shirabe,48829,ONA,Unknown,winter,2021.0,,,1.0,6.42,914.0
Wei Wo Du Shen,46821,ONA,Unknown,winter,2021.0,,Novel,50.0,6.29,883.0
Zhen Dao Ge,48759,ONA,Unknown,winter,2021.0,,Original,12.0,6.69,857.0
Wan Jie Qi Yuan,48097,ONA,Ruo Hong Culture,winter,2021.0,,Novel,40.0,6.66,793.0
Wo Shi Da Shenxian 2nd Season,48369,ONA,CG Year,winter,2021.0,,,16.0,6.82,774.0
Urvan,45518,ONA,Toei Animation,winter,2021.0,,Original,1.0,5.97,761.0
With All Our Hearts,45643,ONA,Unknown,winter,2021.0,,Original,1.0,6.57,721.0
Chang Jian Feng Yun,45557,ONA,Xuni Yinxiang Gongzuo Shi,winter,2021.0,,Original,10.0,6.26,693.0
Wan Jie Shen Zhu 3rd Season,48480,ONA,Unknown,winter,2021.0,,Manga,208.0,6.63,686.0
Liu Xing Huan Jian,46639,ONA,Soyep,winter,2021.0,,Novel,60.0,0.0,681.0
Sayonara Watashi no Cramer Mini Anime,48616,ONA,Unknown,winter,2021.0,,Manga,24.0,5.63,597.0
Id:Indeed,46084,ONA,NAZ,winter,2021.0,,Original,12.0,5.84,585.0
Hachimitsu Suicide Machine,48576,ONA,Usagi Ou,winter,2021.0,,Original,1.0,5.47,522.0
Shouxi Yu Ling Shi 2,48543,ONA,Soyep,winter,2021.0,,Original,60.0,0.0,509.0
Fei Ren Zai 4th Season,48374,ONA,Fenz,winter,2021.0,,Manga,12.0,6.6,503.0
Amemiya-san,49112,ONA,Unknown,winter,2021.0,,Other,0.0,0.0,488.0
Jue Ding,46630,ONA,Seven Stone Entertainment,winter,2021.0,,Manga,26.0,0.0,488.0
Shichigahama de Mitsuketa,48512,ONA,Jichitai Anime,winter,2021.0,,Original,1.0,0.0,433.0
Ichi Nichi Shite Narazu,47618,ONA,GEEK TOYS,winter,2021.0,,Original,1.0,5.53,389.0
"Tokimeki wa, Sugu Soba ni.",48570,ONA,The Answer Studio,winter,2021.0,,Original,3.0,0.0,355.0
Oshiete Hokusai! The Animation,41250,ONA,CoMix Wave Films,winter,2021.0,,Web manga,10.0,0.0,322.0
Deliver Police: Nishitokyo-shi Deliver Keisatsutai,48575,ONA,IMAGICA Lab.,winter,2021.0,,Original,1.0,0.0,299.0
Candy Caries,49978,ONA,Wit Studio,winter,2021.0,,Original,1.0,5.85,294.0
Gudetama: Muhоu Chitai de Jiyuu mo Fujiyuu,50419,ONA,Gathering,winter,2021.0,,Original,0.0,0.0,271.0
Powerful Pro Yakyuu: Powerful Koukou-hen,48452,ONA,CloverWorks,winter,2021.0,,Game,4.0,0.0,224.0
Ryuusatsu no Kyoukotsu,48589,ONA,Tsumugi Akita Animation Lab,winter,2021.0,,Original,1.0,0.0,224.0
Huanji 45 Miao,42550,ONA,Xanthus Media,winter,2021.0,,Original,13.0,0.0,220.0
23-ji no Saga Meshi Anime,47426,ONA,Studio Kai,winter,2021.0,,Original,10.0,0.0,180.0
Dushi Miao Qitan,45997,ONA,Unknown,winter,2021.0,,Manga,20.0,0.0,166.0
Bessatsu Kamen Rider Saber: Tanpen Katsudou Manga Shuu,47425,ONA,Unknown,winter,2021.0,,,6.0,0.0,151.0
Yuusei Koukou Tenmonbu,48628,ONA,AQUA ARIS,winter,2021.0,,Other,20.0,0.0,147.0
Shouji Li de Huanxiong Xiao Zhen,48899,ONA,TthunDer Animation,winter,2021.0,,Web manga,26.0,0.0,131.0
Ikinuke! Bakusou! Kusohamu-chan!,48544,ONA,Unknown,winter,2021.0,,Manga,0.0,0.0,121.0
Ikinuke! Bakusou! Kusohamu-chan! Episode 0,48988,ONA,Unknown,winter,2021.0,,Manga,1.0,0.0,117.0
Nitian Xie Shen 2nd Season,51532,ONA,Unknown,winter,2021.0,,Web novel,78.0,0.0,66.0
Huang Doujun,47572,ONA,Unknown,winter,2021.0,,Original,0.0,0.0,17.0
Ashuai 4th Season,47819,ONA,Unknown,winter,2021.0,,Manga,34.0,0.0,0.0
Menghuan Shuyuan: Huxi Jiankang Kepu,51758,ONA,Unknown,winter,2021.0,,Game,13.0,0.0,0.0
Semantic Error,49202,ONA,Unknown,winter,2021.0,,Web manga,4.0,0.0,0.0
Wotaku ni Koi wa Muzukashii OVA,38349,OVA,A-1 Pictures,winter,2021.0,,Web manga,3.0,7.93,162000.0
Strike the Blood IV,40485,OVA,Connect,winter,2021.0,,Light novel,12.0,7.01,70000.0
Alice in Deadly School,33839,OVA,Hoods Entertainment,winter,2021.0,,Other,1.0,5.21,18000.0
6 Lovers,35746,OVA,Soft Garage,winter,2021.0,,Manga,6.0,5.52,17000.0
Saezuru Tori wa Habatakanai: Don't Stay Gold,41290,OVA,GRIZZLY,winter,2021.0,,Manga,1.0,7.32,14000.0
Ijirare: Fukushuu Saimin,43465,OVA,T-Rex,winter,2021.0,,Manga,4.0,7.38,13000.0
Shishunki Sex,35926,OVA,Studio 1st,winter,2021.0,,Manga,4.0,7.13,11000.0
Planetarian: Snow Globe,40778,OVA,Okuruto Noboru,winter,2021.0,,Visual novel,1.0,7.23,10000.0
Kimi ga Suki. The Animation,44192,OVA,Seven,winter,2021.0,,Manga,2.0,6.77,8200.0
Real Eroge Situation! 2 The Animation,48449,OVA,Studio 1st,winter,2021.0,,Visual novel,2.0,6.88,4900.0
Toilet no Hanako-san vs Kukkyou Taimashi,48450,OVA,Suzuki Mirano,winter,2021.0,,Other,4.0,6.45,4700.0
Haitoku no Kyoukai,44194,OVA,Nur,winter,2021.0,,Original,2.0,6.32,4000.0
Bean Bandit,37483,OVA,Unknown,winter,2021.0,,,1.0,5.92,3900.0
Rikujoubu Joshi wa Ore no Nama Onaho!!! The Animation,44211,OVA,BreakBottle,winter,2021.0,,Web manga,2.0,6.31,3900.0
Initial D Battle Stage 3,47410,OVA,Unknown,winter,2021.0,,Manga,1.0,7.24,3500.0
"Tooi Kimi ni, Boku wa Todokanai",48568,OVA,Queen Bee,winter,2021.0,,Manga,2.0,5.43,2900.0
Himote House: Dai Panic! Minna de Gokiburi Taiji,39722,OVA,Bouncy,winter,2021.0,,Original,1.0,5.79,1300.0
Tasuuketsu: Judgement Assizes,42805,OVA,IMAGICA Lab.,winter,2021.0,,Web manga,1.0,0.0,335.0
Evangelion: 3.0+1.0 Thrice Upon a Time,3786,Movie,Khara,winter,2021.0,,Original,1.0,8.65,287000.0
Gintama: The Final,39486,Movie,Bandai Namco Pictures,winter,2021.0,,Manga,1.0,9.05,100000.0
Princess Principal: Crown Handler Movie 1,37807,Movie,Actas,winter,2021.0,,Original,1.0,7.54,36000.0
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,42894,Movie,Shuka,winter,2021.0,,Manga,1.0,8.13,27000.0
Seitokai Yakuindomo Movie 2,40814,Movie,GoHands,winter,2021.0,,4-koma manga,1.0,7.78,25000.0
Bishoujo Senshi Sailor Moon Eternal Movie 1,40024,Movie,Studio Deen,winter,2021.0,,Manga,1.0,7.49,22000.0
Bishoujo Senshi Sailor Moon Eternal Movie 2,40429,Movie,Studio Deen,winter,2021.0,,Manga,1.0,7.7,17000.0
Girls & Panzer: Saishuushou Part 3,39166,Movie,Actas,winter,2021.0,,Original,1.0,8.19,17000.0
Aria the Crepuscolo,41674,Movie,J.C.Staff,winter,2021.0,,Manga,1.0,7.81,9200.0
Detective Conan: The Scarlet Alibi,47413,Movie,TMS Entertainment,winter,2021.0,,Manga,1.0,7.3,5200.0
Xin Shen Bang: Nezha Chonsheng,44061,Movie,Light Chaser Animation Studios,winter,2021.0,,Original,1.0,7.31,3000.0
Tokyo 7th Sisters: Bokura wa Aozora ni Naru,41307,Movie,LandQ studios,winter,2021.0,,Game,1.0,6.46,2800.0
Santa Company: Manatsu no Merry Christmas,46491,Movie,ORENDA,winter,2021.0,,Original,1.0,5.38,2100.0
Healin' Good♡Precure Movie: Yume no Machi de Kyun! Tto GoGo! Dai Henshin!!,42422,Movie,Toei Animation,winter,2021.0,,Original,1.0,7.09,1800.0
Tropical-Rouge! Precure Petit Tobikome! Collaboration ♡ Dance Party!,46650,Movie,Toei Animation,winter,2021.0,,Original,1.0,6.37,940.0
Xuyuan Shenlong,48125,Movie,Unknown,winter,2021.0,,Original,1.0,7.17,879.0
Tokyo 7th Sisters: Bokura wa Aozora ni Naru: Character Butai Aisatsu Eizou,49341,Movie,Unknown,winter,2021.0,,Original,3.0,0.0,245.0
Lie Yang Tiandao II,48754,Movie,Transcendence Picture,winter,2021.0,,Original,1.0,0.0,234.0
Shimajirou to Sora Tobu Fune,40621,Movie,Unknown,winter,2021.0,,Original,1.0,0.0,186.0
Xiong Chumo: Kuang Ye Dalu,48126,Movie,Unknown,winter,2021.0,,Original,1.0,0.0,87.0
Haidi Xiao Zongdui: Huoyan Zhi Huan,48128,Movie,Unknown,winter,2021.0,,Original,1.0,0.0,77.0
Mofa Shu Leyuan,48129,Movie,Unknown,winter,2021.0,,Original,1.0,0.0,66.0
Kenda Master Ken,51635,Movie,Unknown,winter,2021.0,,Original,1.0,0.0,0.0
Sekai ga Horobiru Mae ni Kimi ni Aitai,51466,Movie,Unknown,winter,2021.0,,Original,1.0,0.0,0.0
Gintama: The Semi-Final,44087,Special,Bandai Namco Pictures,winter,2021.0,,Manga,2.0,8.47,54000.0
Yakusoku no Neverland 2nd Season: Michishirube,47616,Special,CloverWorks,winter,2021.0,,Manga,1.0,4.66,44000.0
Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,45753,Special,8bit,winter,2021.0,,Light novel,1.0,6.7,44000.0
SK∞: Crazy Rock Jam,48456,Special,Bones,winter,2021.0,,Original,1.0,6.72,30000.0
Re:Zero kara Hajimeru Break Time 2nd Season,42364,Special,Studio PuYUKAI,winter,2021.0,,Light novel,25.0,7.28,27000.0
Dogeza de Tanondemita: Isekai-hen,42990,Special,DMM pictures,winter,2021.0,,Web manga,1.0,5.68,14000.0
Ryoutei no Aji,30088,Special,Studio Colorido,winter,2021.0,,Original,0.0,6.7,2000.0
Nu Wushen de Canzhuo Spring Festival Special,47614,Special,Unknown,winter,2021.0,,Game,1.0,7.15,1800.0
Twisted Wonderland 1st Anniversary PV,48952,Special,Unknown,winter,2021.0,,Game,1.0,6.6,705.0
e-ma Nodo Ame CMs,48432,Special,Unknown,winter,2021.0,,Original,3.0,5.51,363.0
LB Commerce CM,50480,Special,Unknown,winter,2021.0,,Original,1.0,0.0,171.0
Sazae-san: Valentine-hen,47542,Special,Unknown,winter,2021.0,,,1.0,0.0,170.0
Bear Bear Bear Kuma! Kumadam-hen,45605,Special,Unknown,winter,2021.0,,Light novel,3.0,0.0,0.0
Endless Vide,49122,Special,Unknown,winter,2021.0,,Game,1.0,0.0,0.0
Tokyo Revengers,42249,TV (New),LIDENFILMS,spring,2021.0,,Manga,24.0,8.14,917000.0
Boku no Hero Academia 5th Season,41587,TV (New),Bones,spring,2021.0,,Manga,25.0,7.43,894000.0
Fumetsu no Anata e,41025,TV (New),Brain's Base,spring,2021.0,,Manga,20.0,8.39,668000.0
"Ijiranaide, Nagatoro-san",42361,TV (New),Telecom Animation Film,spring,2021.0,,Manga,12.0,7.4,631000.0
86,41457,TV (New),A-1 Pictures,spring,2021.0,,Light novel,11.0,8.23,516000.0
Hige wo Soru. Soshite Joshikousei wo Hirou.,40938,TV (New),Project No.9,spring,2021.0,,Light novel,13.0,7.3,490000.0
Vivy: Fluorite Eye's Song,46095,TV (New),Wit Studio,spring,2021.0,,Original,13.0,8.45,413000.0
Fruits Basket: The Final,42938,TV (New),TMS Entertainment,spring,2021.0,,Manga,13.0,9.04,339000.0
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,41623,TV (New),Okuruto Noboru,spring,2021.0,,Light novel,10.0,6.73,317000.0
Odd Taxi,46102,TV (New),OLM,spring,2021.0,,Original,13.0,8.75,299000.0
"Sentouin, Hakenshimasu!",41456,TV (New),J.C.Staff,spring,2021.0,,Light novel,12.0,7.18,295000.0
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",40586,TV (New),Revoroot,spring,2021.0,,Light novel,12.0,6.98,288000.0
Tensura Nikki: Tensei shitara Slime Datta Ken,41488,TV (New),8bit,spring,2021.0,,Manga,12.0,7.57,261000.0
Shaman King (2021),42205,TV (New),Bridge,spring,2021.0,,Manga,52.0,6.9,219000.0
Osananajimi ga Zettai ni Makenai Love Comedy,43007,TV (New),Doga Kobo,spring,2021.0,,Light novel,12.0,6.08,218000.0
Mairimashita! Iruma-kun 2nd Season,41402,TV (New),Bandai Namco Pictures,spring,2021.0,,Manga,21.0,8.08,218000.0
Koi to Yobu ni wa Kimochi Warui,41103,TV (New),Nomad,spring,2021.0,,Web manga,12.0,7.16,195000.0
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,44276,TV (New),ENGI,spring,2021.0,,Light novel,12.0,6.48,190000.0
Edens Zero,42192,TV (New),J.C.Staff,spring,2021.0,,Manga,25.0,7.33,189000.0
Yuukoku no Moriarty Part 2,43325,TV (New),Production I.G,spring,2021.0,,Manga,13.0,8.23,182000.0
Zombieland Saga: Revenge,40174,TV (New),MAPPA,spring,2021.0,,Original,12.0,8.03,176000.0
Shadows House,43439,TV (New),CloverWorks,spring,2021.0,,Manga,13.0,7.75,167000.0
Nomad: Megalo Box 2,40729,TV (New),TMS Entertainment,spring,2021.0,,Original,13.0,8.21,167000.0
Seijo no Maryoku wa Bannou Desu,42826,TV (New),Diomedéa,spring,2021.0,,Light novel,12.0,7.26,135000.0
Mashiro no Oto,42590,TV (New),Shin-Ei Animation,spring,2021.0,,Manga,12.0,7.55,128000.0
Mars Red,41265,TV (New),Signal.MD,spring,2021.0,,Other,13.0,6.61,111000.0
SSSS.Dynazenon,40870,TV (New),Trigger,spring,2021.0,,Original,12.0,7.43,106000.0
Super Cub,40685,TV (New),Studio Kai,spring,2021.0,,Light novel,12.0,7.43,91000.0
Shakunetsu Kabaddi,42395,TV (New),TMS Entertainment,spring,2021.0,,Web manga,12.0,7.06,88000.0
Bakuten!!,43756,TV (New),Zexcs,spring,2021.0,,Original,12.0,7.56,87000.0
Jouran: The Princess of Snow and Blood,47250,TV (New),Bakken Record,spring,2021.0,,Original,12.0,6.09,86000.0
Bishounen Tanteidan,40752,TV (New),Shaft,spring,2021.0,,Novel,12.0,7.15,85000.0
Subarashiki Kono Sekai The Animation,42307,TV (New),domerica,spring,2021.0,,Game,12.0,6.14,62000.0
Godzilla: S.P,43229,TV (New),Bones,spring,2021.0,,Original,13.0,6.66,57000.0
"Dragon, Ie wo Kau.",40526,TV (New),Signal.MD,spring,2021.0,,Manga,12.0,6.41,47000.0
Seven Knights Revolution: Eiyuu no Keishousha,47391,TV (New),domerica,spring,2021.0,,Game,12.0,6.33,47000.0
Yaku nara Mug Cup mo,42568,TV (New),Nippon Animation,spring,2021.0,,Manga,12.0,6.5,40000.0
Sayonara Watashi no Cramer,42774,TV (New),LIDENFILMS,spring,2021.0,,Manga,13.0,6.1,39000.0
Blue Reflection Ray,47639,TV (New),J.C.Staff,spring,2021.0,,Game,24.0,5.78,25000.0
Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,45665,TV (New),Studio Comet,spring,2021.0,,Original,12.0,5.93,19000.0
Cestvs: The Roman Fighter,43763,TV (New),Bandai Namco Pictures,spring,2021.0,,Manga,11.0,5.96,18000.0
Cardfight!! Vanguard: overDress,42516,TV (New),GIFTanimation,spring,2021.0,,Original,12.0,5.9,12000.0
Battle Athletess Daiundoukai ReSTART!,42321,TV (New),Seven,spring,2021.0,,Original,12.0,5.08,7000.0
Itazuraguma no Gloomy,45587,TV (New),NAZ,spring,2021.0,,Other,12.0,5.16,6500.0
Yuuki Yuuna wa Yuusha de Aru Churutto!,42071,TV (New),DMM.futureworks,spring,2021.0,,Game,12.0,5.93,6200.0
Dinosaur Biyori,45618,TV (New),Fanworks,spring,2021.0,,Original,26.0,5.91,1900.0
Youkai Watch ♪,48365,TV (New),OLM,spring,2021.0,,Game,0.0,6.23,1600.0
Mewkledreamy Mix!,44273,TV (New),J.C.Staff,spring,2021.0,,Other,50.0,7.12,1500.0
Mazica Party,48391,TV (New),OLM,spring,2021.0,,Original,51.0,0.0,1300.0
Shinkansen Henkei Robo Shinkalion Z the Animation,46381,TV (New),OLM,spring,2021.0,,Other,41.0,6.48,1000.0
Duel Masters King!,46652,TV (New),Brain's Base,spring,2021.0,,Original,43.0,0.0,635.0
Uchuu Nanchara Kotetsu-kun,42870,TV (New),Fanworks,spring,2021.0,,Web manga,0.0,0.0,599.0
Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season,43778,TV (New),Ajia-Do,spring,2021.0,,Book,25.0,0.0,448.0
Utau Soccer Panda Mifanda,42068,TV (New),Unknown,spring,2021.0,,Other,12.0,0.0,369.0
Iii Icecrin,44848,TV (New),Shin-Ei Animation,spring,2021.0,,Original,12.0,0.0,354.0
Hyper Positive Yogoremon,48770,TV (New),FIREBUG,spring,2021.0,,Original,12.0,0.0,351.0
Dosukoi Sushi Zumou,48517,TV (New),Shirogumi,spring,2021.0,,Other,52.0,0.0,344.0
Oshiri Tantei 5th Season,48486,TV (New),Toei Animation,spring,2021.0,,Picture book,13.0,0.0,235.0
Neko Jockey,48790,TV (New),DLE,spring,2021.0,,Original,4.0,0.0,185.0
ColoColo Animal Otogibanashi,48789,TV (New),Milky Cartoon,spring,2021.0,,Original,12.0,0.0,123.0
Washimo 9th Season,48539,TV (New),Studio Deen,spring,2021.0,,Picture book,40.0,0.0,99.0
Ma-eum-uisoli Season 3,50998,TV (New),Unknown,spring,2021.0,,Web manga,22.0,0.0,0.0
One Piece,21,TV (Continuing),Toei Animation,spring,2021.0,,Manga,0.0,8.64,1900000.0
Boruto: Naruto Next Generations,34566,TV (Continuing),Studio Pierrot,spring,2021.0,,Manga,0.0,5.85,744000.0
Nanatsu no Taizai: Fundo no Shinpan,41491,TV (Continuing),Studio Deen,spring,2021.0,,Manga,24.0,6.59,340000.0
"Kumo Desu ga, Nani ka?",37984,TV (Continuing),Millepensee,spring,2021.0,,Light novel,24.0,7.45,329000.0
Detective Conan,235,TV (Continuing),TMS Entertainment,spring,2021.0,,Manga,0.0,8.16,306000.0
Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,spring,2021.0,,Manga,0.0,7.74,71000.0
Kingdom 3rd Season,40682,TV (Continuing),Pierrot Plus,spring,2021.0,,Manga,26.0,8.79,68000.0
Pokemon (2019),40351,TV (Continuing),OLM,spring,2021.0,,Game,0.0,7.19,63000.0
Dragon Quest: Dai no Daibouken (2020),40906,TV (Continuing),Toei Animation,spring,2021.0,,Manga,0.0,7.15,58000.0
Digimon Adventure:,41074,TV (Continuing),Toei Animation,spring,2021.0,,Other,67.0,6.4,51000.0
Back Arrow,40964,TV (Continuing),Studio VOLN,spring,2021.0,,Original,24.0,6.31,35000.0
Doraemon (2005),8687,TV (Continuing),Shin-Ei Animation,spring,2021.0,,Manga,0.0,7.61,16000.0
Yu☆Gi☆Oh!: Sevens,40145,TV (Continuing),Bridge,spring,2021.0,,Card game,92.0,6.15,15000.0
Maiko-san Chi no Makanai-san,41556,TV (Continuing),J.C.Staff,spring,2021.0,,Manga,12.0,6.99,14000.0
Gudetama,23539,TV (Continuing),Gathering,spring,2021.0,,Original,0.0,7.05,11000.0
Tropical-Rouge! Precure,44191,TV (Continuing),Toei Animation,spring,2021.0,,Original,46.0,7.32,8900.0
Sazae-san,2406,TV (Continuing),Eiken,spring,2021.0,,4-koma manga,0.0,6.11,7100.0
Nintama Rantarou,1199,TV (Continuing),Ajia-Do,spring,2021.0,,Manga,0.0,7.07,6400.0
D4DJ Petit Mix,45782,TV (Continuing),DMM.futureworks,spring,2021.0,,Mixed media,26.0,6.93,4700.0
Chibi Maruko-chan (1995),6149,TV (Continuing),Nippon Animation,spring,2021.0,,Manga,0.0,7.27,4100.0
Rebirth,40129,TV (Continuing),LIDENFILMS Osaka Studio,spring,2021.0,,Card game,48.0,5.74,3900.0
Sore Ike! Anpanman,1960,TV (Continuing),TMS Entertainment,spring,2021.0,,Picture book,0.0,6.53,3000.0
Aikatsu Planet!,42653,TV (Continuing),Bandai Namco Pictures,spring,2021.0,,Game,24.0,6.5,2700.0
Bonobono (TV 2016),32353,TV (Continuing),Eiken,spring,2021.0,,4-koma manga,0.0,6.39,2700.0
Kiratto Pri☆chan Season 3,40880,TV (Continuing),Tatsunoko Production,spring,2021.0,,Game,51.0,7.08,1800.0
Ojarumaru,4459,TV (Continuing),Gallop,spring,2021.0,,Original,0.0,6.35,1600.0
Okashi na Sabaku no Suna to Manu,45207,TV (Continuing),Kachidoki Studio,spring,2021.0,,Manga,50.0,0.0,1400.0
Fushigi Dagashiya: Zenitendou,42295,TV (Continuing),Toei Animation,spring,2021.0,,Novel,0.0,6.01,1200.0
Puzzle & Dragon,37096,TV (Continuing),Studio Pierrot,spring,2021.0,,Game,0.0,0.0,1200.0
Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,42482,TV (Continuing),Pie in the sky,spring,2021.0,,Original,25.0,0.0,968.0
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,30151,TV (Continuing),Unknown,spring,2021.0,,Original,0.0,0.0,886.0
Knyacki!,7505,TV (Continuing),Unknown,spring,2021.0,,,0.0,6.12,808.0
Aware! Meisaku-kun,32956,TV (Continuing),Pie in the sky,spring,2021.0,,Original,230.0,0.0,674.0
Hanakappa,8336,TV (Continuing),OLM,spring,2021.0,,Picture book,0.0,5.94,658.0
Shiawase Haitatsu Taneko,10506,TV (Continuing),Kachidoki Studio,spring,2021.0,,Original,0.0,0.0,648.0
