title,MAL_id,type,release-season,release-year,yokanime score,friends_mean_score,nb_who_watched_it,friend_who_watched_it
Tengen Toppa Gurren Lagann: Parallel Works,4705.0,Music,spring,2008.0,,7.384615384615385,52.0,Aeden;Aeden;DrNock;DrNock;Kmeuh;Kmeuh;Exelen;Exelen;NooBenjy;NooBenjy;Kabu;Kabu;PiscesAmo;PiscesAmo;RdNetwork;RdNetwork;Quakerultra;Quakerultra;Araya;Araya;Coincoin_DuK;Coincoin_DuK;Aeryst;Aeryst;Ramou;Ramou;Aeden;Aeden;DrNock;DrNock;Kmeuh;Kmeuh;Exelen;Exelen;NooBenjy;NooBenjy;Kabu;Kabu;PiscesAmo;PiscesAmo;RdNetwork;RdNetwork;Quakerultra;Quakerultra;Araya;Araya;Coincoin_DuK;Coincoin_DuK;Aeryst;Aeryst;Ramou;Ramou;
Bishoujo Senshi Sailor Moon,530.0,TV,spring,1992.0,,7.380952380952381,84.0,ange_bleu;ange_bleu;ange_bleu;ange_bleu;Exelen;Exelen;Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Trit;Trit;Trit;Trit;Quakerultra;Quakerultra;Quakerultra;Quakerultra;Araya;Araya;Araya;Araya;Hakey;Hakey;Hakey;Hakey;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;Tinky;Tinky;Tinky;Tinky;Fskng;Fskng;Fskng;Fskng;ange_bleu;ange_bleu;ange_bleu;ange_bleu;Exelen;Exelen;Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Trit;Trit;Trit;Trit;Quakerultra;Quakerultra;Quakerultra;Quakerultra;Araya;Araya;Araya;Araya;Hakey;Hakey;Hakey;Hakey;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;Tinky;Tinky;Tinky;Tinky;Fskng;Fskng;Fskng;Fskng;Laurence;Laurence;Laurence;Laurence;
So Ra No Wo To Specials,8197.0,Special,spring,2010.0,8,7.375,16.0,DrNock;Apey_;Exelen;NooBenjy;PiscesAmo;RdNetwork;Coincoin_DuK;Mereck;DrNock;Apey_;Exelen;NooBenjy;PiscesAmo;RdNetwork;Coincoin_DuK;Mereck;
Shugo Chara!,2923.0,TV,fall,2007.0,,7.375,32.0,Exelen;Exelen;Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Tinky;Tinky;Tinky;Tinky;Exelen;Exelen;Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Tinky;Tinky;Tinky;Tinky;nalatskm;nalatskm;nalatskm;nalatskm;Baka-saru;Baka-saru;Baka-saru;Baka-saru;
Grand Blue,37105.0,TV,summer,2018.0,7,7.375,16.0,ange_bleu;Apey_;NooBenjy;Noctis_Solaith;shanoliu;crazy-gump;Fskng;Mereck;ange_bleu;Apey_;NooBenjy;Noctis_Solaith;shanoliu;crazy-gump;Fskng;Mereck;
BanG Dream! 2nd Season,37869.0,TV,winter,2019.0,9,7.375,16.0,DrNock;Apey_;Luttii;Noctis_Solaith;RdNetwork;Suryan;Trit;Nodamin;DrNock;Apey_;Luttii;Noctis_Solaith;RdNetwork;Suryan;Trit;Nodamin;
Hotarubi no Mori e,10408.0,Movie,summer,2011.0,,7.37037037037037,27.0,DrNock;Apey_;Exelen;NooBenjy;Noctis_Solaith;PiscesAmo;RdNetwork;Suryan;yattoz;kohaque;crazy-gump;Tinky;Fskng;DrNock;Apey_;Exelen;NooBenjy;Noctis_Solaith;PiscesAmo;RdNetwork;Suryan;yattoz;kohaque;crazy-gump;Tinky;Fskng;DL21;
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,15039.0,Movie,summer,2013.0,,7.368421052631579,19.0,DrNock;Apey_;Kmeuh;NooBenjy;Noctis_Solaith;PiscesAmo;Ouaf;shanoliu;Tinky;DrNock;Apey_;Kmeuh;NooBenjy;Noctis_Solaith;PiscesAmo;Ouaf;shanoliu;Tinky;Psoushi;
Otaku no Video,785.0,OVA,summer,1991.0,,7.363636363636363,22.0,Aeden;DrNock;Apey_;Kmeuh;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;malcmojo;kohaque;Hakey;Fskng;Aeden;DrNock;Apey_;Kmeuh;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;malcmojo;kohaque;Hakey;Fskng;
Love Live! The School Idol Movie,24997.0,Movie,spring,2015.0,8,7.363636363636363,22.0,ange_bleu;DrNock;Apey_;Kmeuh;NooBenjy;Mathxxl;Luttii;Noctis_Solaith;PiscesAmo;Nodamin;Nefka;ange_bleu;DrNock;Apey_;Kmeuh;NooBenjy;Mathxxl;Luttii;Noctis_Solaith;PiscesAmo;Nodamin;Nefka;
Boku no Hero Academia 3rd Season,36456.0,TV,spring,2018.0,8,7.363636363636363,44.0,DrNock;DrNock;Apey_;Apey_;Luttii;Luttii;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Ouaf;Ouaf;Suryan;Suryan;Araya;Araya;crazy-gump;crazy-gump;Nodamin;Nodamin;Fskng;Fskng;DrNock;DrNock;Apey_;Apey_;Luttii;Luttii;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Ouaf;Ouaf;Suryan;Suryan;Araya;Araya;crazy-gump;crazy-gump;Nodamin;Nodamin;Fskng;Fskng;
Acchi Kocchi,12291.0,TV,spring,2012.0,8,7.36,25.0,DrNock;Apey_;NooBenjy;Luttii;Noctis_Solaith;Trit;kohaque;shanoliu;sylfer;Nodamin;Tinky;Mereck;DrNock;Apey_;NooBenjy;Luttii;Noctis_Solaith;Trit;kohaque;shanoliu;sylfer;Nodamin;Tinky;Mereck;Lord_Xian;
Teekyuu 2,18121.0,TV,summer,2013.0,7,7.36,25.0,Aeden;DrNock;Apey_;Kmeuh;NooBenjy;Keisuka_Watsushi;PiscesAmo;RdNetwork;Araya;Nodamin;Tinky;Mereck;Aeden;DrNock;Apey_;Kmeuh;NooBenjy;Keisuka_Watsushi;PiscesAmo;RdNetwork;Araya;Nodamin;Tinky;Mereck;AudreyAzura;
Kiniro Mosaic,16732.0,TV,summer,2013.0,,7.357142857142857,28.0,DrNock;Apey_;NooBenjy;Luttii;Noctis_Solaith;Trit;kohaque;crazy-gump;sylfer;Nodamin;Nefka;Tinky;Mereck;DrNock;Apey_;NooBenjy;Luttii;Noctis_Solaith;Trit;kohaque;crazy-gump;sylfer;Nodamin;Nefka;Tinky;Mereck;AudreyAzura;DL21;
Sword Art Online Movie: Ordinal Scale,31765.0,Movie,winter,2017.0,8,7.357142857142857,28.0,ange_bleu;Aeden;DrNock;Apey_;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;Suryan;Araya;shanoliu;Nodamin;ange_bleu;Aeden;DrNock;Apey_;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;Suryan;Araya;shanoliu;Nodamin;
Amaama to Inazuma,32828.0,TV,summer,2016.0,7,7.357142857142857,28.0,DrNock;Apey_;Kmeuh;Exelen;NooBenjy;Noctis_Solaith;RdNetwork;Trit;kohaque;crazy-gump;sylfer;Nodamin;Ramou;Mereck;DrNock;Apey_;Kmeuh;Exelen;NooBenjy;Noctis_Solaith;RdNetwork;Trit;kohaque;crazy-gump;sylfer;Nodamin;Ramou;Mereck;
Trigun: Badlands Rumble,4106.0,Movie,spring,2010.0,,7.352941176470588,17.0,DrNock;Kabu;Keisuka_Watsushi;Araya;kohaque;OoCaradryanoO;Coincoin_DuK;Aeryst;DrNock;Kabu;Keisuka_Watsushi;Araya;kohaque;OoCaradryanoO;Coincoin_DuK;Aeryst;nalatskm;
Cat Shit One,6280.0,ONA,summer,2010.0,,7.352941176470588,17.0,Exelen;Kabu;Keisuka_Watsushi;Araya;Coincoin_DuK;Fskng;Ramou;Mereck;Exelen;Kabu;Keisuka_Watsushi;Araya;Coincoin_DuK;Fskng;Ramou;Mereck;DL21;
K-On!: Live House!,6862.0,Special,winter,2010.0,,7.351351351351352,37.0,Aeden;DrNock;Apey_;Kmeuh;NooBenjy;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;malcmojo;Trit;Quakerultra;Coincoin_DuK;Nefka;Tinky;Fskng;Mereck;Aeden;DrNock;Apey_;Kmeuh;NooBenjy;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;malcmojo;Trit;Quakerultra;Coincoin_DuK;Nefka;Tinky;Fskng;Mereck;nalatskm;Laurence;AudreyAzura;DL21;Lord_Xian;
Shinryaku!? Ika Musume,10378.0,TV,fall,2011.0,,7.3478260869565215,23.0,DrNock;Apey_;Kmeuh;NooBenjy;Keisuka_Watsushi;Trit;Coincoin_DuK;sylfer;Nodamin;Tinky;Mereck;DrNock;Apey_;Kmeuh;NooBenjy;Keisuka_Watsushi;Trit;Coincoin_DuK;sylfer;Nodamin;Tinky;Mereck;Laurence;
Top wo Nerae 2! Diebuster,1002.0,OVA,fall,2004.0,6,7.346153846153846,26.0,DrNock;Apey_;Kmeuh;Keisuka_Watsushi;PiscesAmo;Quakerultra;Araya;Aeryst;Tinky;Fskng;Ramou;DarkAdoniis;DrNock;Apey_;Kmeuh;Keisuka_Watsushi;PiscesAmo;Quakerultra;Araya;Aeryst;Tinky;Fskng;Ramou;DarkAdoniis;nalatskm;MKG39;
Rec,710.0,TV,winter,2006.0,7,7.342105263157895,38.0,Aeden;DrNock;Apey_;NooBenjy;Kabu;Luttii;malcmojo;Trit;kohaque;shanoliu;OoCaradryanoO;sylfer;Nodamin;Nefka;Tinky;Fskng;Ramou;Aeden;DrNock;Apey_;NooBenjy;Kabu;Luttii;malcmojo;Trit;kohaque;shanoliu;OoCaradryanoO;sylfer;Nodamin;Nefka;Tinky;Fskng;Ramou;nalatskm;Laurence;Lord_Xian;Baka-saru;
Shingeki no Kyojin Season 2,25777.0,TV,spring,2017.0,,7.340425531914893,47.0,ange_bleu;DrNock;Apey_;Kmeuh;Exelen;NooBenjy;Kabu;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;Ouaf;Suryan;Quakerultra;Araya;Hakey;crazy-gump;sylfer;NosferalTroll;Nodamin;Aeryst;Fskng;Ramou;ange_bleu;DrNock;Apey_;Kmeuh;Exelen;NooBenjy;Kabu;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;Ouaf;Suryan;Quakerultra;Araya;Hakey;crazy-gump;sylfer;NosferalTroll;Nodamin;Aeryst;Fskng;Ramou;Psoushi;
Angel Beats!,6547.0,TV,spring,2010.0,6,7.338028169014085,71.0,Aeden;DrNock;Apey_;Kmeuh;Exelen;NooBenjy;Kabu;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;malcmojo;Suryan;Trit;yattoz;Araya;kohaque;shanoliu;Hakey;OoCaradryanoO;crazy-gump;Coincoin_DuK;sylfer;Nefka;Aeryst;Tinky;Fskng;Ramou;Mereck;Aeden;DrNock;Apey_;Kmeuh;Exelen;NooBenjy;Kabu;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;malcmojo;Suryan;Trit;yattoz;Araya;kohaque;shanoliu;Hakey;OoCaradryanoO;crazy-gump;Coincoin_DuK;sylfer;Nefka;Aeryst;Tinky;Fskng;Ramou;Mereck;DarkAdoniis;nalatskm;Laurence;Psoushi;DL21;Lord_Xian;MKG39;Akai_Sekai;Baka-saru;
Shin Kidou Senki Gundam Wing: Endless Waltz,91.0,OVA,winter,1997.0,,7.333333333333333,6.0,ange_bleu;Exelen;Noctis_Solaith;ange_bleu;Exelen;Noctis_Solaith;
Ranma ½,210.0,TV,winter,1990.0,,7.333333333333333,264.0,ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;Kabu;Kabu;Kabu;Kabu;Kabu;Kabu;Kabu;Kabu;Kabu;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;malcmojo;malcmojo;malcmojo;malcmojo;malcmojo;malcmojo;malcmojo;malcmojo;malcmojo;malcmojo;malcmojo;Trit;Trit;Trit;Trit;Trit;Trit;Trit;Trit;Trit;Trit;Trit;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;ange_bleu;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;Kabu;Kabu;Kabu;Kabu;Kabu;Kabu;Kabu;Kabu;Kabu;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;malcmojo;malcmojo;malcmojo;malcmojo;malcmojo;malcmojo;malcmojo;malcmojo;malcmojo;malcmojo;malcmojo;Trit;Trit;Trit;Trit;Trit;Trit;Trit;Trit;Trit;Trit;Trit;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Aeryst;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;
Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,7745.0,OVA,summer,2010.0,,7.333333333333333,3.0,Fskng;Fskng;MKG39;
Dragon Quest: Dai no Daibouken (2020),40906.0,TV,fall,2020.0,,7.333333333333333,48.0,Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;
Kuroko no Basket: Saikou no Present desu,31051.0,Special,fall,2015.0,,7.333333333333333,6.0,Apey_;Noctis_Solaith;Nodamin;Apey_;Noctis_Solaith;Nodamin;
Jashin-chan Dropkick X,42994.0,TV,summer,2022.0,,7.333333333333333,6.0,Apey_;NooBenjy;Noctis_Solaith;Apey_;NooBenjy;Noctis_Solaith;
Bokura no,1690.0,TV,spring,2007.0,,7.333333333333333,48.0,DrNock;DrNock;Exelen;Exelen;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;Ouaf;Ouaf;Quakerultra;Quakerultra;crazy-gump;crazy-gump;Tinky;Tinky;Fskng;Fskng;Mereck;Mereck;DrNock;DrNock;Exelen;Exelen;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;Ouaf;Ouaf;Quakerultra;Quakerultra;crazy-gump;crazy-gump;Tinky;Tinky;Fskng;Fskng;Mereck;Mereck;
Sweat Punch,1072.0,OVA,winter,2002.0,,7.333333333333333,24.0,DrNock;DrNock;DrNock;DrNock;Exelen;Exelen;Exelen;Exelen;Quakerultra;Quakerultra;Quakerultra;Quakerultra;DrNock;DrNock;DrNock;DrNock;Exelen;Exelen;Exelen;Exelen;Quakerultra;Quakerultra;Quakerultra;Quakerultra;
Tsukumogami Kashimasu,36654.0,TV,summer,2018.0,,7.333333333333333,6.0,Apey_;RdNetwork;Nodamin;Apey_;RdNetwork;Nodamin;
Jashin-chan Dropkick,39049.0,TV,spring,2020.0,,7.333333333333333,6.0,Apey_;NooBenjy;Noctis_Solaith;Apey_;NooBenjy;Noctis_Solaith;
Saishuu Heiki Kanojo,529.0,TV,summer,2002.0,,7.333333333333333,12.0,DrNock;Exelen;NooBenjy;shanoliu;crazy-gump;Ramou;DrNock;Exelen;NooBenjy;shanoliu;crazy-gump;Ramou;
Girls &amp; Panzer: Saishuushou Part 2 Specials,40656.0,Special,winter,2020.0,,7.333333333333333,6.0,Apey_;PiscesAmo;kohaque;Apey_;PiscesAmo;kohaque;
The Animatrix,1303.0,OVA,spring,2003.0,,7.333333333333333,6.0,ange_bleu;DrNock;Quakerultra;ange_bleu;DrNock;Quakerultra;
Layton Mystery Tanteisha: Katri no Nazotoki File,37023.0,TV,spring,2018.0,7,7.333333333333333,24.0,Apey_;Apey_;Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Nodamin;Nodamin;Nodamin;Nodamin;Apey_;Apey_;Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Nodamin;Nodamin;Nodamin;Nodamin;
Tropical-Rouge! Precure Movie: Yuki no Princess to Kiseki no Yubiwa!,49426.0,Movie,fall,2021.0,,7.333333333333333,6.0,Apey_;PiscesAmo;Hakey;Apey_;PiscesAmo;Hakey;
Oruchuban Ebichu,1060.0,TV,summer,1999.0,,7.333333333333333,6.0,Exelen;shanoliu;Ramou;Exelen;shanoliu;Ramou;
Ayashi no Ceres,104.0,TV,spring,2000.0,,7.333333333333333,12.0,ange_bleu;ange_bleu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;ange_bleu;ange_bleu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;
Shirobako Specials,28105.0,Special,winter,2015.0,,7.333333333333333,12.0,Apey_;Apey_;Keisuka_Watsushi;Keisuka_Watsushi;Nodamin;Nodamin;Apey_;Apey_;Keisuka_Watsushi;Keisuka_Watsushi;Nodamin;Nodamin;
Juuni Kokuki,153.0,TV,spring,2002.0,,7.333333333333333,36.0,Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;shanoliu;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;
Kuroko no Basket 3rd Season NG-shuu,30311.0,Special,spring,2015.0,,7.333333333333333,6.0,Apey_;Noctis_Solaith;Nodamin;Apey_;Noctis_Solaith;Nodamin;
King of Prism by Pretty Rhythm,31762.0,Movie,winter,2016.0,,7.333333333333333,6.0,Apey_;Hakey;Nodamin;Apey_;Hakey;Nodamin;
Gakuen Babysitters,35222.0,TV,winter,2018.0,,7.333333333333333,12.0,Apey_;Exelen;NooBenjy;crazy-gump;NosferalTroll;Nodamin;Apey_;Exelen;NooBenjy;crazy-gump;NosferalTroll;Nodamin;
Majokko Shimai no Yoyo to Nene,15813.0,Movie,fall,2013.0,9,7.333333333333333,12.0,DrNock;Apey_;NooBenjy;PiscesAmo;Nodamin;Fskng;DrNock;Apey_;NooBenjy;PiscesAmo;Nodamin;Fskng;
Shingeki no Kyojin: Lost Girls,36106.0,OVA,fall,2017.0,,7.333333333333333,18.0,Apey_;Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Nodamin;Nodamin;Nodamin;Apey_;Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Nodamin;Nodamin;Nodamin;
Chobits Recap,1311.0,Special,winter,2003.0,,7.333333333333333,6.0,Noctis_Solaith;OoCaradryanoO;Fskng;Noctis_Solaith;OoCaradryanoO;Fskng;
Pokemon Evolutions,49730.0,ONA,summer,2021.0,7,7.333333333333333,6.0,DrNock;Apey_;Kmeuh;DrNock;Apey_;Kmeuh;
Natsu no Arashi! Akinaichuu,6712.0,TV,fall,2009.0,,7.333333333333333,6.0,Apey_;kohaque;Mereck;Apey_;kohaque;Mereck;
Kaijuu no Kodomo,37981.0,Movie,spring,2019.0,6,7.333333333333333,24.0,ange_bleu;DrNock;Apey_;Kmeuh;Kabu;Luttii;PiscesAmo;RdNetwork;malcmojo;Trit;Nodamin;Fskng;ange_bleu;DrNock;Apey_;Kmeuh;Kabu;Luttii;PiscesAmo;RdNetwork;malcmojo;Trit;Nodamin;Fskng;
Higashi no Eden: Falling Down,6399.0,Music,spring,2009.0,,7.333333333333333,12.0,Aeden;DrNock;Apey_;Exelen;Nefka;Aeryst;Aeden;DrNock;Apey_;Exelen;Nefka;Aeryst;
Thermae Romae x Yoyogi Animation Gakuin Collaboration,13969.0,ONA,summer,2012.0,,7.333333333333333,6.0,Aeden;DrNock;shanoliu;Aeden;DrNock;shanoliu;
Ueki no Housoku,479.0,TV,spring,2005.0,,7.333333333333333,24.0,shanoliu;shanoliu;shanoliu;shanoliu;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Fskng;Fskng;Fskng;Fskng;shanoliu;shanoliu;shanoliu;shanoliu;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Coincoin_DuK;Fskng;Fskng;Fskng;Fskng;
Hanasaku Iroha Movie: Home Sweet Home,14175.0,Movie,winter,2013.0,7,7.333333333333333,18.0,Aeden;DrNock;Apey_;NooBenjy;Noctis_Solaith;PiscesAmo;kohaque;crazy-gump;Mereck;Aeden;DrNock;Apey_;NooBenjy;Noctis_Solaith;PiscesAmo;kohaque;crazy-gump;Mereck;
Trava: Fist Planet,1980.0,OVA,winter,2002.0,,7.333333333333333,6.0,Aeden;DrNock;Exelen;Aeden;DrNock;Exelen;
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,33064.0,OVA,winter,2017.0,,7.333333333333333,12.0,Noctis_Solaith;Noctis_Solaith;Quakerultra;Quakerultra;crazy-gump;crazy-gump;Noctis_Solaith;Noctis_Solaith;Quakerultra;Quakerultra;crazy-gump;crazy-gump;
Mahou Shoujo Lyrical Nanoha StrikerS,1915.0,TV,spring,2007.0,7,7.333333333333333,66.0,Apey_;Apey_;NooBenjy;NooBenjy;Mathxxl;Mathxxl;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;malcmojo;malcmojo;Trit;Trit;Araya;Araya;kohaque;kohaque;Hakey;Hakey;sylfer;sylfer;Nodamin;Nodamin;Tinky;Tinky;Fskng;Fskng;Mereck;Mereck;Apey_;Apey_;NooBenjy;NooBenjy;Mathxxl;Mathxxl;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;malcmojo;malcmojo;Trit;Trit;Araya;Araya;kohaque;kohaque;Hakey;Hakey;sylfer;sylfer;Nodamin;Nodamin;Tinky;Tinky;Fskng;Fskng;Mereck;Mereck;AudreyAzura;AudreyAzura;DL21;DL21;MKG39;MKG39;
Short Peace Opening,19573.0,Special,summer,2013.0,,7.333333333333333,6.0,Aeden;DrNock;NooBenjy;Aeden;DrNock;NooBenjy;
