title,MAL_id,type,release-season,release-year,yokanime score,friends_mean_score,nb_who_watched_it,friend_who_watched_it
Gunnm,1016.0,OVA,spring,1993.0,,5.0,14.0,ange_bleu;Kmeuh;Exelen;Keisuka_Watsushi;Araya;Tinky;CafardVert;ange_bleu;Kmeuh;Exelen;Keisuka_Watsushi;Araya;Tinky;CafardVert;
Fairy Tail Movie 1: Houou no Miko,12049.0,Movie,summer,2012.0,,5.0,2.0,Apey_;Apey_;
Mushrambo (2008),4961.0,OVA,summer,2008.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Tiger &amp; Bunny 2 Part 2,52291.0,ONA,fall,2022.0,,5.0,2.0,Keisuka_Watsushi;Keisuka_Watsushi;
Macross 25th Anniversary: All That VF Macross Zero Version,5164.0,ONA,summer,2008.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Macross 25th Anniversary: All That VF Macross F Version,5165.0,ONA,summer,2008.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Blassreiter: Navi,5539.0,Special,spring,2008.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Shinobi no Ittoki,51098.0,TV,fall,2022.0,,5.0,4.0,Keisuka_Watsushi;crazy-gump;Keisuka_Watsushi;crazy-gump;
Dragonaut: The Resonance,2795.0,TV,fall,2007.0,,5.0,24.0,Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;shanoliu;shanoliu;OoCaradryanoO;OoCaradryanoO;Fskng;Fskng;Ramou;Ramou;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;shanoliu;shanoliu;OoCaradryanoO;OoCaradryanoO;Fskng;Fskng;Ramou;Ramou;
Afro Samurai Pilot,27939.0,Special,winter,2003.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,4712.0,Special,summer,2007.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Young Herlock wo Oe! Cosmo Warrior Zero Gaiden,1677.0,Special,spring,2002.0,,5.0,4.0,Noctis_Solaith;Aeryst;Noctis_Solaith;Aeryst;
Mairimashita! Iruma-kun 3rd Season,49784.0,TV,fall,2022.0,,5.0,2.0,Keisuka_Watsushi;Keisuka_Watsushi;
Ginga Tetsudou 999 (ONA),28733.0,ONA,summer,2002.0,,5.0,4.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;
Blue Dragon,2142.0,TV,spring,2007.0,,5.0,8.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;
Zuihou de Zhaohuan Shi,41915.0,ONA,spring,2022.0,,5.0,2.0,Keisuka_Watsushi;Keisuka_Watsushi;
Bakugan Battle Brawlers,2156.0,TV,spring,2007.0,,5.0,8.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;
Juusou Kikou Dancougar Nova,1991.0,TV,winter,2007.0,,5.0,8.0,Noctis_Solaith;Noctis_Solaith;Aeryst;Aeryst;Noctis_Solaith;Noctis_Solaith;Aeryst;Aeryst;
Utakata Hanabi,12935.0,Music,summer,2010.0,,5.0,2.0,Aeden;Aeden;
Hachigatsu no Cinderella Nine,38091.0,TV,spring,2019.0,7,5.0,4.0,DrNock;Mereck;DrNock;Mereck;
Reiwa no Di Gi Charat,49179.0,TV,fall,2022.0,,5.0,2.0,PiscesAmo;PiscesAmo;
Majutsushi Orphen: Revenge,1018.0,TV,fall,1999.0,,5.0,8.0,Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;
Ame-iro Cocoa: Side G,37747.0,TV,winter,2019.0,6,5.0,2.0,Mereck;Mereck;
Sanrio Danshi,34839.0,TV,winter,2018.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
UQ Holder! Mahou Sensei Negima! 2,33478.0,TV,fall,2017.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Meiji Tokyo Renka Movie 1: Yumihari no Serenade,29855.0,Movie,summer,2015.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Basilisk: Ouka Ninpouchou,35964.0,TV,winter,2018.0,,5.0,8.0,Noctis_Solaith;Noctis_Solaith;shanoliu;shanoliu;Noctis_Solaith;Noctis_Solaith;shanoliu;shanoliu;
Beatless,36516.0,TV,winter,2018.0,,5.0,12.0,Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;shanoliu;shanoliu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;shanoliu;shanoliu;
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,35712.0,TV,fall,2017.0,,5.0,8.0,Mathxxl;Noctis_Solaith;kohaque;Mereck;Mathxxl;Noctis_Solaith;kohaque;Mereck;
Days: Touin Gakuen-sen!,34513.0,OVA,winter,2018.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
A.D. Police (TV),1349.0,TV,spring,1999.0,,5.0,4.0,Aeden;OoCaradryanoO;Aeden;OoCaradryanoO;
Mrs. Junkie,3478.0,OVA,winter,2006.0,,5.0,2.0,Mereck;Mereck;
Aquarion Logos,30382.0,TV,summer,2015.0,,5.0,8.0,Noctis_Solaith;Noctis_Solaith;shanoliu;shanoliu;Noctis_Solaith;Noctis_Solaith;shanoliu;shanoliu;
12-sai. 2nd Season,31319.0,OVA,summer,2015.0,,5.0,4.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;
Captain Tsubasa (2018),36934.0,TV,spring,2018.0,,5.0,8.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;
Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei,16680.0,Movie,summer,2013.0,,5.0,2.0,Mathxxl;Mathxxl;
Dance in the Vampire Bund: Special Edition,8211.0,Special,winter,2010.0,,5.0,1.0,AudreyAzura;
Gundam Build Divers,37245.0,TV,spring,2018.0,4,5.0,12.0,Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Araya;Araya;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Araya;Araya;
Gurazeni,35183.0,TV,spring,2018.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Persona 5 the Animation,36023.0,TV,spring,2018.0,7,5.0,16.0,Mathxxl;Mathxxl;Luttii;Luttii;Noctis_Solaith;Noctis_Solaith;Fskng;Fskng;Mathxxl;Mathxxl;Luttii;Luttii;Noctis_Solaith;Noctis_Solaith;Fskng;Fskng;
Sengoku Musou,28283.0,TV,winter,2015.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
"""0""",20707.0,Music,summer,2013.0,,5.0,2.0,Aeden;Aeden;
Rinne no Lagrange: Kamogawa Memoria,14675.0,Special,summer,2012.0,,5.0,2.0,DrNock;DrNock;
Tokyo Ghoul:re,36511.0,TV,spring,2018.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Beatless Final Stage,38020.0,TV,summer,2018.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Maiko-san Chi no Makanai-san,41556.0,TV,winter,2021.0,,5.0,8.0,DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;
AIKa,366.0,OVA,spring,1997.0,,5.0,6.0,Lord_Xian;Lord_Xian;Lord_Xian;Lord_Xian;Lord_Xian;Lord_Xian;
Hand Maid May: Akiramemasen,2217.0,Special,winter,2001.0,,5.0,1.0,Lord_Xian;
Isshuukan Friends. Tomodachi to no Omoide,30376.0,Special,fall,2014.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Owari no Seraph: Kyuuketsuki Shahar,31378.0,OVA,spring,2016.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Taboo Tattoo,29758.0,TV,summer,2016.0,6,5.0,8.0,Noctis_Solaith;Keisuka_Watsushi;kohaque;shanoliu;Noctis_Solaith;Keisuka_Watsushi;kohaque;shanoliu;
Long Riders!,30652.0,TV,fall,2016.0,6,5.0,4.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;
Monster Hunter Stories: Ride On,31631.0,TV,fall,2016.0,,5.0,12.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;
Hatsukoi Monster,31109.0,TV,summer,2016.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Bleach Movie 4: Jigoku-hen,8247.0,Movie,fall,2010.0,,5.0,1.0,MKG39;
"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",35314.0,OVA,fall,2017.0,,5.0,2.0,DrNock;DrNock;
Edens Zero,42192.0,TV,spring,2021.0,,5.0,8.0,DrNock;DrNock;Noctis_Solaith;Noctis_Solaith;DrNock;DrNock;Noctis_Solaith;Noctis_Solaith;
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,32301.0,TV,summer,2016.0,,5.0,4.0,Noctis_Solaith;Keisuka_Watsushi;Noctis_Solaith;Keisuka_Watsushi;
Hatsu Inu 2 The Animation: Strange Kind of Woman - Again,5097.0,OVA,summer,2008.0,,5.0,6.0,Trit;Araya;shanoliu;Trit;Araya;shanoliu;
Terra Formars: Revenge,31430.0,TV,spring,2016.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Tokyo Tribe 2,1703.0,TV,fall,2006.0,,5.0,2.0,Lord_Xian;Lord_Xian;
Code:Realize - Sousei no Himegimi,31456.0,TV,fall,2017.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Boku no Hero Academia 5th Season,41587.0,TV,spring,2021.0,6,5.0,16.0,DrNock;DrNock;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;crazy-gump;crazy-gump;DrNock;DrNock;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;crazy-gump;crazy-gump;
Kacchikenee!,30921.0,Movie,winter,2016.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Kakuchou Shoujo-kei Trinary,34006.0,ONA,spring,2017.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Kidou Senshi Gundam: Twilight Axis,35224.0,ONA,spring,2017.0,,5.0,8.0,Noctis_Solaith;Keisuka_Watsushi;Quakerultra;Araya;Noctis_Solaith;Keisuka_Watsushi;Quakerultra;Araya;
Koukyoushihen Eureka Seven Hi-Evolution 1,35134.0,Movie,summer,2017.0,,5.0,4.0,DrNock;Noctis_Solaith;DrNock;Noctis_Solaith;
Owaranai Seraph: Nagoya-hen,31918.0,Special,fall,2015.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
"Diabolik Lovers More,Blood",29974.0,TV,fall,2015.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
6♥Princess,20913.0,Music,fall,2013.0,,5.0,2.0,Aeden;Aeden;
Misaki no Mayoiga,43755.0,Movie,summer,2021.0,,5.0,2.0,Kabu;Kabu;
Cyborg 009 VS Devilman,31050.0,OVA,fall,2015.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Akkun to Kanojo,36864.0,TV,spring,2018.0,,5.0,8.0,DrNock;DrNock;Mereck;Mereck;DrNock;DrNock;Mereck;Mereck;
Code:Breaker,11703.0,TV,fall,2012.0,,5.0,10.0,DrNock;Exelen;Noctis_Solaith;Keisuka_Watsushi;Fskng;DrNock;Exelen;Noctis_Solaith;Keisuka_Watsushi;Fskng;
Shin Sakura Taisen the Animation,40403.0,TV,spring,2020.0,,5.0,6.0,Noctis_Solaith;kohaque;Mereck;Noctis_Solaith;kohaque;Mereck;
Last Exile: Ginyoku no Fam - Adjournment,12429.0,Special,fall,2011.0,,5.0,4.0,DrNock;Aeryst;DrNock;Aeryst;
Saber Marionette R,1232.0,OVA,spring,1995.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Genma Taisen: Shinwa Zenya no Shou,1705.0,TV,winter,2002.0,,5.0,2.0,Laurence;Laurence;
Aratanari Fukaki Ao,15979.0,ONA,fall,2012.0,,5.0,6.0,DrNock;Apey_;Noctis_Solaith;DrNock;Apey_;Noctis_Solaith;
DRAMAtical Murder: Data_xx_Transitory,25567.0,Special,fall,2014.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Tsugu Tsugumomo,39469.0,TV,spring,2020.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
12-sai.,23579.0,OVA,spring,2014.0,,5.0,24.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;kohaque;kohaque;kohaque;kohaque;Mereck;Mereck;Mereck;Mereck;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;kohaque;kohaque;kohaque;kohaque;Mereck;Mereck;Mereck;Mereck;
Sengoku Musou SP: Sanada no Shou,21497.0,Special,winter,2014.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Blue Seed 2,999.0,OVA,summer,1996.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Grisaia: Phantom Trigger The Animation - Stargazer,42392.0,Movie,fall,2020.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
"Dakara Boku wa, H ga Dekinai. Recap",15325.0,Special,summer,2012.0,,5.0,4.0,Apey_;Noctis_Solaith;Apey_;Noctis_Solaith;
Gundam Build Divers: Battlogue,44050.0,ONA,fall,2020.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Angel Densetsu,5251.0,OVA,fall,1996.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Chouja Raideen,2127.0,TV,fall,1996.0,,5.0,6.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;
Ginga Tetsudou 999: Akai Hoshi Betelgeuze - Inochi no Kagayaki,30483.0,Movie,winter,2014.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Queens Blade Rebellion vs. Hagure Yuusha no Aesthetica,14663.0,Special,spring,2012.0,4,5.0,8.0,Aeden;Apey_;shanoliu;Aeryst;Aeden;Apey_;shanoliu;Aeryst;
Devilman Lady,1629.0,TV,fall,1998.0,,5.0,6.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;
Betterman,1136.0,TV,spring,1999.0,,5.0,4.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;
Toji no Miko: Kizamishi Issen no Tomoshibi,40901.0,OVA,fall,2020.0,7,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Barbapapa Sekai wo Mawaru,2824.0,TV,summer,1999.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Skate-Leading☆Stars,40786.0,TV,winter,2021.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Kakuriyo no Yadomeshi,36754.0,TV,spring,2018.0,,5.0,4.0,DrNock;DrNock;DrNock;DrNock;
Digimon Adventure: 20 Shuunen Memorial Story,41206.0,ONA,winter,2020.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Reikenzan: Eichi e no Shikaku,33019.0,TV,winter,2017.0,,5.0,2.0,Keisuka_Watsushi;Keisuka_Watsushi;
Busou Shinki,14237.0,TV,fall,2012.0,,5.0,6.0,Apey_;Noctis_Solaith;Mereck;Apey_;Noctis_Solaith;Mereck;
Ishida to Asakura,16317.0,TV,winter,2013.0,,5.0,6.0,Apey_;Noctis_Solaith;malcmojo;Apey_;Noctis_Solaith;malcmojo;
Tokyo Ghoul:re 2nd Season,37799.0,TV,fall,2018.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Aoi Sekai no Chuushin de,15133.0,Special,fall,2012.0,,5.0,16.0,Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;shanoliu;shanoliu;Aeryst;Aeryst;Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;shanoliu;shanoliu;Aeryst;Aeryst;
Yoza-Quar!,20987.0,Special,fall,2013.0,,5.0,2.0,DrNock;DrNock;
Jingai-san no Yome,37992.0,TV,fall,2018.0,,5.0,4.0,Noctis_Solaith;kohaque;Noctis_Solaith;kohaque;
Blue Reflection Ray,47639.0,TV,spring,2021.0,7,5.0,8.0,Luttii;Luttii;Noctis_Solaith;Noctis_Solaith;Luttii;Luttii;Noctis_Solaith;Noctis_Solaith;
Kidou Senshi SD Gundam Mk-V,6792.0,OVA,fall,1990.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Musha Knight Commando: SD Gundam Scramble,9087.0,Movie,winter,1991.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Keppeki Danshi! Aoyama-kun,34825.0,TV,summer,2017.0,,5.0,4.0,Luttii;Noctis_Solaith;Luttii;Noctis_Solaith;
Re Boot,23043.0,Music,fall,2012.0,,5.0,2.0,Aeden;Aeden;
Ai Tenchi Muyou!,24699.0,TV,fall,2014.0,,5.0,4.0,Noctis_Solaith;shanoliu;Noctis_Solaith;shanoliu;
Genji Monogatari Sennenki,5155.0,TV,winter,2009.0,,5.0,4.0,DrNock;Exelen;DrNock;Exelen;
Ingress the Animation,37438.0,TV,fall,2018.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Gurazeni Season 2,37990.0,TV,fall,2018.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Kidou Senshi Gundam-san,24835.0,TV,summer,2014.0,,5.0,8.0,Noctis_Solaith;Araya;Tinky;Fskng;Noctis_Solaith;Araya;Tinky;Fskng;
Choujin Densetsu Urotsukidouji: Mirai-hen,2343.0,OVA,fall,1992.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
"Boku no Imouto wa ""Osaka Okan"": Uchi no Oniichan wa Tokyo Rule",18419.0,Special,spring,2013.0,,5.0,2.0,Apey_;Apey_;
Ochikobore Fruit Tart,39609.0,TV,fall,2020.0,5,5.0,4.0,DrNock;Luttii;DrNock;Luttii;
Souten no Ken: Regenesis 2nd Season,37388.0,TV,fall,2018.0,,5.0,2.0,Noctis_Solaith;Noctis_Solaith;
Mikagura Gakuen Kumikyoku (TV),28817.0,TV,spring,2015.0,7,4.923076923076923,13.0,DrNock;Kmeuh;Noctis_Solaith;RdNetwork;Nodamin;Tinky;DrNock;Kmeuh;Noctis_Solaith;RdNetwork;Nodamin;Tinky;AudreyAzura;
Queens Blade: Rurou no Senshi Specials,6704.0,Special,spring,2009.0,,4.923076923076923,13.0,Apey_;Keisuka_Watsushi;malcmojo;Araya;Coincoin_DuK;Mereck;Apey_;Keisuka_Watsushi;malcmojo;Araya;Coincoin_DuK;Mereck;Psoushi;
Kidou Senshi Gundam SEED Destiny,94.0,TV,fall,2004.0,,4.904761904761905,84.0,ange_bleu;ange_bleu;ange_bleu;ange_bleu;DrNock;DrNock;DrNock;DrNock;Kabu;Kabu;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Quakerultra;Quakerultra;Quakerultra;Quakerultra;Araya;Araya;Araya;Araya;shanoliu;shanoliu;shanoliu;shanoliu;Aeryst;Aeryst;Aeryst;Aeryst;Fskng;Fskng;Fskng;Fskng;ange_bleu;ange_bleu;ange_bleu;ange_bleu;DrNock;DrNock;DrNock;DrNock;Kabu;Kabu;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Quakerultra;Quakerultra;Quakerultra;Quakerultra;Araya;Araya;Araya;Araya;shanoliu;shanoliu;shanoliu;shanoliu;Aeryst;Aeryst;Aeryst;Aeryst;Fskng;Fskng;Fskng;Fskng;Jaerdoster;Jaerdoster;Jaerdoster;Jaerdoster;
Macross Δ,28013.0,TV,spring,2016.0,7,4.9,40.0,ange_bleu;ange_bleu;DrNock;DrNock;Noctis_Solaith;Noctis_Solaith;PiscesAmo;PiscesAmo;Quakerultra;Quakerultra;Araya;Araya;shanoliu;shanoliu;Aeryst;Aeryst;Tinky;Tinky;Fskng;Fskng;ange_bleu;ange_bleu;DrNock;DrNock;Noctis_Solaith;Noctis_Solaith;PiscesAmo;PiscesAmo;Quakerultra;Quakerultra;Araya;Araya;shanoliu;shanoliu;Aeryst;Aeryst;Tinky;Tinky;Fskng;Fskng;
Okusama ga Seitokaichou!+!,32603.0,TV,fall,2016.0,,4.888888888888889,9.0,DrNock;Noctis_Solaith;kohaque;shanoliu;DrNock;Noctis_Solaith;kohaque;shanoliu;DL21;
Kenzen Robo Daimidaler,21809.0,TV,spring,2014.0,7,4.888888888888889,18.0,Apey_;Keisuka_Watsushi;PiscesAmo;Araya;shanoliu;Hakey;Tinky;Fskng;Mereck;Apey_;Keisuka_Watsushi;PiscesAmo;Araya;shanoliu;Hakey;Tinky;Fskng;Mereck;
Trinity Seven,25157.0,TV,fall,2014.0,6,4.888888888888889,18.0,ange_bleu;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;kohaque;shanoliu;crazy-gump;Tinky;ange_bleu;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;kohaque;shanoliu;crazy-gump;Tinky;
Akane Maniax,281.0,OVA,fall,2004.0,,4.875,16.0,Noctis_Solaith;malcmojo;Araya;kohaque;shanoliu;Nodamin;Aeryst;Mereck;Noctis_Solaith;malcmojo;Araya;kohaque;shanoliu;Nodamin;Aeryst;Mereck;
Wizard Barristers: Benmashi Cecil,20053.0,TV,winter,2014.0,,4.866666666666666,15.0,DrNock;Exelen;Kabu;Keisuka_Watsushi;Nodamin;Tinky;Mereck;DrNock;Exelen;Kabu;Keisuka_Watsushi;Nodamin;Tinky;Mereck;AudreyAzura;
Nobunaga the Fool,21177.0,TV,winter,2014.0,3,4.857142857142857,14.0,ange_bleu;ange_bleu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;ange_bleu;ange_bleu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Psoushi;Psoushi;
Kanojo ga Flag wo Oraretara,19685.0,TV,spring,2014.0,5,4.857142857142857,14.0,DrNock;Apey_;Luttii;shanoliu;crazy-gump;Tinky;Mereck;DrNock;Apey_;Luttii;shanoliu;crazy-gump;Tinky;Mereck;
Bayonetta: Bloody Fate,20543.0,Movie,fall,2013.0,6,4.857142857142857,7.0,Noctis_Solaith;Keisuka_Watsushi;crazy-gump;Noctis_Solaith;Keisuka_Watsushi;crazy-gump;Psoushi;
Seikon no Qwaser II,10073.0,TV,spring,2011.0,,4.857142857142857,14.0,Apey_;Noctis_Solaith;malcmojo;Araya;shanoliu;OoCaradryanoO;Tinky;Apey_;Noctis_Solaith;malcmojo;Araya;shanoliu;OoCaradryanoO;Tinky;
Bakuon!!,30795.0,TV,spring,2016.0,,4.833333333333333,12.0,Kmeuh;Noctis_Solaith;Trit;kohaque;Fskng;Mereck;Kmeuh;Noctis_Solaith;Trit;kohaque;Fskng;Mereck;
Hamatora The Animation,20689.0,TV,winter,2014.0,,4.833333333333333,12.0,DrNock;NooBenjy;Noctis_Solaith;RdNetwork;Tinky;DrNock;NooBenjy;Noctis_Solaith;RdNetwork;Tinky;Psoushi;AudreyAzura;
Captain Earth,21677.0,TV,spring,2014.0,6,4.833333333333333,24.0,ange_bleu;ange_bleu;DrNock;DrNock;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Quakerultra;Quakerultra;Tinky;Tinky;ange_bleu;ange_bleu;DrNock;DrNock;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Quakerultra;Quakerultra;Tinky;Tinky;
To Heart 2,471.0,TV,fall,2005.0,,4.833333333333333,12.0,DrNock;malcmojo;Araya;shanoliu;sylfer;Tinky;DrNock;malcmojo;Araya;shanoliu;sylfer;Tinky;
Rescue Me!,18039.0,OVA,spring,2013.0,,4.833333333333333,12.0,Apey_;Araya;shanoliu;crazy-gump;Nefka;Tinky;Apey_;Araya;shanoliu;crazy-gump;Nefka;Tinky;
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,192.0,Special,spring,2001.0,,4.833333333333333,12.0,Kabu;Keisuka_Watsushi;Quakerultra;OoCaradryanoO;Aeryst;Ramou;Kabu;Keisuka_Watsushi;Quakerultra;OoCaradryanoO;Aeryst;Ramou;
Cross Ange: Tenshi to Ryuu no Rondo,25731.0,TV,fall,2014.0,8,4.833333333333333,24.0,Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Araya;Araya;Hakey;Hakey;Fskng;Fskng;Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Araya;Araya;Hakey;Hakey;Fskng;Fskng;
Green Green,133.0,TV,summer,2003.0,,4.833333333333333,18.0,Kabu;Keisuka_Watsushi;malcmojo;shanoliu;OoCaradryanoO;Nefka;Fskng;Ramou;Kabu;Keisuka_Watsushi;malcmojo;shanoliu;OoCaradryanoO;Nefka;Fskng;Ramou;Akai_Sekai;Baka-saru;
Galilei Donna,19367.0,TV,fall,2013.0,,4.8125,16.0,DrNock;Apey_;Kabu;RdNetwork;kohaque;Tinky;Mereck;DrNock;Apey_;Kabu;RdNetwork;kohaque;Tinky;Mereck;Psoushi;AudreyAzura;
Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,1202.0,OVA,winter,2006.0,,4.8,10.0,Noctis_Solaith;Keisuka_Watsushi;Hakey;Aeryst;Noctis_Solaith;Keisuka_Watsushi;Hakey;Aeryst;Laurence;Lord_Xian;
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,2144.0,Movie,summer,2006.0,,4.8,5.0,DrNock;Fskng;DrNock;Fskng;Laurence;
Koukaku no Pandora,32214.0,TV,winter,2016.0,,4.8,10.0,DrNock;Keisuka_Watsushi;kohaque;Hakey;Tinky;DrNock;Keisuka_Watsushi;kohaque;Hakey;Tinky;
Yotsunoha,3011.0,OVA,winter,2008.0,,4.8,10.0,Exelen;malcmojo;kohaque;shanoliu;Mereck;Exelen;malcmojo;kohaque;shanoliu;Mereck;
Okusama ga Seitokaichou!,28819.0,TV,summer,2015.0,,4.8,10.0,DrNock;Kmeuh;kohaque;shanoliu;Hakey;DrNock;Kmeuh;kohaque;shanoliu;Hakey;
Ookamikakushi,7079.0,TV,winter,2010.0,,4.8,15.0,DrNock;Exelen;Araya;shanoliu;Tinky;Mereck;DrNock;Exelen;Araya;shanoliu;Tinky;Mereck;nalatskm;MKG39;Akai_Sekai;
