,title,MAL_id,type,studio,release-season,release-year,realase-date,source-material,episodes
14463,Fairy Tail Movie 2: Dragon Cry,30778,Movie,A-1 Pictures,spring,2017.0,2017-05-06 00:00:00,Manga,1.0
14464,Yoru wa Mijikashi Arukeyo Otome,34537,Movie,Science SARU,spring,2017.0,2017-04-07 00:00:00,Novel,1.0
14465,Blame! Movie,32086,Movie,Polygon Pictures,spring,2017.0,2017-05-20 00:00:00,Manga,1.0
14466,Yoake Tsugeru Lu no Uta,34792,Movie,Science SARU,spring,2017.0,2017-05-19 00:00:00,Original,1.0
14467,Free! Movie 1: Timeless Medley - Kizuna,33845,Movie,Kyoto Animation,spring,2017.0,2017-04-22 00:00:00,Original,1.0
14468,Detective Conan Movie 21: The Crimson Love Letter,34430,Movie,TMS Entertainment,spring,2017.0,2017-04-15 00:00:00,Manga,1.0
14469,ChäoS;Child: Silent Sky,35315,Movie,SILVER LINK.,spring,2017.0,2017-06-17 00:00:00,Visual novel,1.0
14470,Biohazard: Vendetta,31853,Movie,Marza Animation Planet,spring,2017.0,2017-05-27 00:00:00,Game,1.0
14471,Shingeki no Kyojin in the Dome: Heishi-tachi no Hoshizora,39478,Movie,          -,spring,2017.0,2017-05-20 00:00:00,Manga,1.0
14472,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,34375,Movie,Studio Gokumi,spring,2017.0,2017-04-15 00:00:00,Light novel,1.0
14473,Cocolors,34167,Movie,"Kamikaze Douga, Nishiki Studio",spring,2017.0,2017-05-05 00:00:00,Original,1.0
14474,Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,37858,Movie,Kyoto Animation,spring,2017.0,2017-04-22 00:00:00,Original,4.0
14475,King of Prism: Pride the Hero,34032,Movie,Tatsunoko Production,spring,2017.0,2017-06-10 00:00:00,Original,1.0
14476,Yuuki Yuuna wa Yuushabu Shozoku 2,35472,Movie,W-Toon Studio,spring,2017.0,2017-04-15 00:00:00,Manga,1.0
14477,Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,34244,Movie,Shin-Ei Animation,spring,2017.0,2017-04-15 00:00:00,Manga,1.0
14478,Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2,35018,Movie,Studio Pierrot,spring,2017.0,2017-04-06 00:00:00,Manga,1.0
14479,Ylion to Callysia,35594,Movie,          -,spring,2017.0,2017-06-04 00:00:00,Original,1.0
14480,Bai Niao Gu,39760,Movie,Wolf Smoke Studio,spring,2017.0,2017-06-12 00:00:00,Original,1.0
14481,Bai Dao,38341,Movie,          -,spring,2017.0,2017-06-13 00:00:00,-,1.0
14482,Sprin' Pan: Mae e Susumou!,35633,Movie,          -,spring,2017.0,2017-06-13 00:00:00,Original,1.0
14483,Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,35338,Special,A-1 Pictures,spring,2017.0,2017-04-06 00:00:00,Light novel,1.0
14484,Kobayashi-san Chi no OO Dragon,35145,Special,Kyoto Animation,spring,2017.0,2017-03-15 00:00:00,Manga,7.0
14485,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,35382,Special,MAPPA,spring,2017.0,2017-05-26 00:00:00,Original,1.0
14486,Natsume Yuujinchou Go Specials,34534,Special,Shuka,spring,2017.0,2017-03-30 00:00:00,Manga,2.0
14487,Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,34533,Special,Satelight,spring,2017.0,2017-04-29 00:00:00,Web manga,1.0
14488,Shingeki no Kyotou,35122,Special,          -,spring,2017.0,2017-04-10 00:00:00,Manga,1.0
14489,Koe no Katachi Specials,35566,Special,Kyoto Animation,spring,2017.0,2017-05-17 00:00:00,Manga,2.0
14490,One Room Special,34733,Special,Typhoon Graphics,spring,2017.0,2017-05-26 00:00:00,Original,1.0
14491,Shingeki no Kyojin-ten 360° Taikan Theater,35267,Special,          -,spring,2017.0,2017-06-21 00:00:00,Manga,3.0
14492,Tsuki ga Kirei: Michinori,35602,Special,feel.,spring,2017.0,2017-05-19 00:00:00,Original,1.0
14493,Berserk: Majo no Tsuisou,35676,Special,"GEMBA, Millepensee",spring,2017.0,2017-06-02 00:00:00,Manga,1.0
14494,Sin: Nanatsu no Taizai - Masani Akuma no Shogyou...,35559,Special,"Artland, TNK",spring,2017.0,2017-05-13 00:00:00,Other,1.0
14495,ACCA: 13-ku Kansatsu-ka Specials,35720,Special,Madhouse,spring,2017.0,2017-04-21 00:00:00,Manga,6.0
14496,Sin: Nanatsu no Taizai Zange-roku Specials,35418,Special,"Artland, TNK",spring,2017.0,2017-06-28 00:00:00,Other,7.0
14497,Hungry Days: Aoharu ka yo.,35770,Special,"Shaft, Tatsunoko Production",spring,2017.0,2017-06-07 00:00:00,Other,11.0
14498,Seikaisuru Kado: Ekwari,35603,Special,Toei Animation,spring,2017.0,2017-05-19 00:00:00,Original,1.0
14499,Code Geass: Hangyaku no Lelouch Picture Drama - Kiseki no Anniversary,40334,Special,          -,spring,2017.0,2017-04-21 00:00:00,Original,1.0
14500,"Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!",34734,Special,"A.C.G.T., J.C.Staff",spring,2017.0,2017-05-15 00:00:00,Manga,1.0
14501,Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,35458,Special,White Fox,spring,2017.0,2017-04-21 00:00:00,Original,1.0
14502,Cinderella Girls Gekijou Specials,35805,Special,"Gathering, Lesprit",spring,2017.0,2017-06-28 00:00:00,4-koma manga,2.0
14503,Starmyu 2nd Season Special,35774,Special,          -,spring,2017.0,2017-06-27 00:00:00,Original,1.0
14504,Morinaga Nyuugyou x Mary to Majo no Hana,37189,Special,          -,spring,2017.0,2017-04-06 00:00:00,Other,4.0
14505,Chiruran: Nibun no Ichi Special,35301,Special,          -,spring,2017.0,2017-05-26 00:00:00,Manga,1.0
14506,Chikatetsu ni Noru,36888,Special,          -,spring,2017.0,2017-05-27 00:00:00,Novel,1.0
14507,Chein Kuro-Nikuru!! Kanketsu-hen,35345,Special,          -,spring,2017.0,2017-06-23 00:00:00,-,1.0
14508,Suna no Akari,41102,Special,          -,spring,2017.0,2017-06-28 00:00:00,Original,1.0
14509,Shishido Journey,36677,Special,          -,spring,2017.0,2017-06-03 00:00:00,Original,1.0
14510,Kakegurui,34933,TV (New),MAPPA,summer,2017.0,2017-07-01 22:00:00,Manga,12.0
14511,Made in Abyss,34599,TV (New),Kinema Citrus,summer,2017.0,2017-07-07 21:30:00,Web manga,13.0
14512,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),35507,TV (New),Lerche,summer,2017.0,2017-07-12 23:30:00,Light novel,12.0
14513,Tsurezure Children,34902,TV (New),Studio Gokumi,summer,2017.0,2017-07-04 23:15:00,4-koma manga,12.0
14514,Gamers!,34280,TV (New),Pine Jam,summer,2017.0,2017-07-13 21:00:00,Light novel,12.0
14515,Isekai wa Smartphone to Tomo ni.,35203,TV (New),Production Reed,summer,2017.0,2017-07-11 20:30:00,Light novel,12.0
14516,Aho Girl,34881,TV (New),Diomedéa,summer,2017.0,2017-07-04 23:00:00,4-koma manga,12.0
14517,Fate/Apocrypha,34662,TV (New),A-1 Pictures,summer,2017.0,2017-07-02 00:00:00,Light novel,25.0
14518,Hajimete no Gal,34403,TV (New),NAZ,summer,2017.0,2017-07-12 23:00:00,Manga,10.0
14519,Koi to Uso,34934,TV (New),LIDENFILMS,summer,2017.0,2017-07-04 00:00:00,Manga,12.0
14520,Owarimonogatari 2nd Season,35247,TV (New),Shaft,summer,2017.0,2017-08-12 19:00:00,Light novel,7.0
14521,Ballroom e Youkoso,34636,TV (New),Production I.G,summer,2017.0,2017-07-09 02:08:00,Manga,24.0
14522,New Game!!,34914,TV (New),Doga Kobo,summer,2017.0,2017-07-11 21:30:00,4-koma manga,12.0
14523,Knight's & Magic,34104,TV (New),8bit,summer,2017.0,2017-07-02 21:00:00,Light novel,13.0
14524,Princess Principal,35240,TV (New),"Actas, Studio 3Hz",summer,2017.0,2017-07-09 23:00:00,Original,12.0
14525,Isekai Shokudou,34012,TV (New),SILVER LINK.,summer,2017.0,2017-07-04 01:35:00,Light novel,12.0
14526,Keppeki Danshi! Aoyama-kun,34825,TV (New),Studio Hibari,summer,2017.0,2017-07-03 00:00:00,Manga,12.0
14527,Netsuzou TRap,34383,TV (New),Creators in Pack,summer,2017.0,2017-07-05 20:00:00,Manga,12.0
14528,Hitorijime My Hero,33654,TV (New),Encourage Films,summer,2017.0,2017-07-08 01:30:00,Manga,12.0
14529,Katsugeki/Touken Ranbu,33018,TV (New),ufotable,summer,2017.0,2017-07-02 00:30:00,Game,13.0
14530,Centaur no Nayami,34525,TV (New),Haoliners Animation League,summer,2017.0,2017-07-09 22:00:00,Manga,12.0
14531,Konbini Kareshi,35434,TV (New),Studio Pierrot,summer,2017.0,2017-07-07 01:58:00,Original,12.0
14532,Nana Maru San Batsu,34580,TV (New),TMS Entertainment,summer,2017.0,2017-07-05 01:59:00,Manga,12.0
14533,Jikan no Shihaisha,34565,TV (New),Project No.9,summer,2017.0,2017-07-08 00:30:00,Manga,13.0
14534,Shoukoku no Altair,34547,TV (New),MAPPA,summer,2017.0,2017-07-08 02:25:00,Manga,24.0
14535,Youkai Apartment no Yuuga na Nichijou,35220,TV (New),Shin-Ei Animation,summer,2017.0,2017-07-03 23:00:00,Light novel,26.0
14536,Tenshi no 3P!,34177,TV (New),Project No.9,summer,2017.0,2017-07-10 20:00:00,Light novel,12.0
14537,18if,35248,TV (New),Gonzo,summer,2017.0,2017-07-07 22:00:00,Game,13.0
14538,Jigoku Shoujo: Yoi no Togi,34966,TV (New),Studio Deen,summer,2017.0,2017-07-15 00:00:00,Original,6.0
14539,Skirt no Naka wa Kedamono Deshita.,35629,TV (New),Magic Bus,summer,2017.0,2017-07-03 01:00:00,Manga,12.0
14540,Dive!!,34543,TV (New),Zero-G,summer,2017.0,2017-07-07 00:55:00,Novel,12.0
14541,Vatican Kiseki Chousakan,34368,TV (New),J.C.Staff,summer,2017.0,2017-07-07 22:30:00,Novel,12.0
14542,Nora to Oujo to Noraneko Heart,32447,TV (New),"DMM.futureworks, W-Toon Studio",summer,2017.0,2017-07-12 22:45:00,Visual novel,11.0
14543,Saiyuuki Reload Blast,33726,TV (New),Platinum Vision,summer,2017.0,2017-07-05 22:30:00,Manga,12.0
14544,Senki Zesshou Symphogear AXZ,32836,TV (New),Satelight,summer,2017.0,2017-07-02 01:00:00,Original,13.0
14545,Mahoujin Guruguru (2017),34745,TV (New),Production I.G,summer,2017.0,2017-07-11 01:35:00,Manga,24.0
14546,The Reflection,34449,TV (New),Studio Deen,summer,2017.0,2017-07-22 23:00:00,Original,12.0
14547,Hina Logi: From Luck & Logic,34834,TV (New),Doga Kobo,summer,2017.0,2017-07-01 00:00:00,Card game,12.0
14548,Battle Girl High School,33184,TV (New),SILVER LINK.,summer,2017.0,2017-07-03 00:30:00,Game,12.0
14549,Yami Shibai 5,35714,TV (New),ILCA,summer,2017.0,2017-07-03 03:05:00,Original,13.0
14550,Clione no Akari,35114,TV (New),drop,summer,2017.0,2017-07-12 20:20:00,Novel,12.0
14551,Action Heroine Cheer Fruits,34800,TV (New),Diomedéa,summer,2017.0,2017-07-07 02:28:00,Original,12.0
14552,Teekyuu 9,35370,TV (New),Millepensee,summer,2017.0,2017-07-12 22:40:00,Manga,12.0
14553,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,34337,TV (New),"Jinnis Animation Studios, TMS Entertainment",summer,2017.0,2017-07-12 22:10:00,Game,12.0
14554,Musekinin Galaxy☆Tylor,35730,TV (New),Seven,summer,2017.0,2017-07-11 21:55:00,Light novel,12.0
14555,Pikotarou no Lullaby Lullaby (TV),35739,TV (New),DLE,summer,2017.0,2017-08-02 22:48:00,Original,9.0
14556,Kaito x Ansa,34725,TV (New),Tengu Kobo,summer,2017.0,2017-07-12 20:10:00,Original,12.0
14557,Hinomaru!,36231,TV (New),          -,summer,2017.0,2017-07-05 00:00:00,Manga,12.0
14558,Yura Yura Suizokukan,35957,TV (New),Kachidoki Studio,summer,2017.0,2017-07-24 00:00:00,Original,40.0
14559,Quiz Tokiko-san,37263,TV (New),          -,summer,2017.0,2017-06-17 00:00:00,Original,40.0
14560,PJ Berri no Mogumogu Munyamunya Season 2,35963,TV (New),Doga Kobo,summer,2017.0,2017-08-03 00:00:00,Game,6.0
14561,Catchy-kun no Nice Catch!,35914,TV (New),DLE,summer,2017.0,2017-07-07 21:55:00,Other,13.0
14562,Boku no Hero Academia 2nd Season,33486,TV (Continuing),Bones,summer,2017.0,2017-04-01 17:30:00,Manga,25.0
14563,One Piece,21,TV (Continuing),Toei Animation,summer,2017.0,1999-10-20 09:30:00,Manga,0.0
14564,Dragon Ball Super,30694,TV (Continuing),Toei Animation,summer,2017.0,2015-07-05 09:00:00,Manga,131.0
14565,Boruto: Naruto Next Generations,34566,TV (Continuing),Studio Pierrot,summer,2017.0,2017-04-05 17:30:00,Manga,0.0
14566,Re:Creators,34561,TV (Continuing),TROYCA,summer,2017.0,2017-04-08 23:30:00,Original,22.0
14567,Detective Conan,235,TV (Continuing),TMS Entertainment,summer,2017.0,1996-01-08 18:00:00,Manga,0.0
14568,Shingeki no Bahamut: Virgin Soul,30736,TV (Continuing),MAPPA,summer,2017.0,2017-04-08 01:55:00,Card game,24.0
14569,Sakura Quest,34494,TV (Continuing),P.A. Works,summer,2017.0,2017-04-06 00:00:00,Original,25.0
14570,Sakurada Reset,34102,TV (Continuing),David Production,summer,2017.0,2017-04-05 23:30:00,Light novel,24.0
14571,Aggressive Retsuko,32977,TV (Continuing),Fanworks,summer,2017.0,2016-04-02 12:00:00,Other,100.0
14572,Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,summer,2017.0,1992-04-13 19:30:00,Manga,0.0
14573,Yu☆Gi☆Oh! VRAINS,34866,TV (Continuing),Gallop,summer,2017.0,2017-05-10 18:25:00,Card game,120.0
14574,Kyoukai no Rinne (TV) 3rd Season,34106,TV (Continuing),Brain's Base,summer,2017.0,2017-04-08 17:35:00,Manga,25.0
14575,Aikatsu Stars!,32717,TV (Continuing),Bandai Namco Pictures,summer,2017.0,2016-04-07 18:25:00,Original,100.0
14576,Monster Hunter Stories: Ride On,31631,TV (Continuing),David Production,summer,2017.0,2016-10-02 08:30:00,Game,75.0
14577,Nobunaga no Shinobi: Ise Kanegasaki-hen,34978,TV (Continuing),TMS Entertainment,summer,2017.0,2017-04-08 01:35:00,4-koma manga,26.0
14578,Beyblade Burst God,34901,TV (Continuing),OLM,summer,2017.0,2017-04-03 17:55:00,Original,51.0
14579,Kirakira☆Precure A La Mode,34290,TV (Continuing),Toei Animation,summer,2017.0,2017-02-05 08:30:00,Original,49.0
14580,Cardfight!! Vanguard G: Next,34077,TV (Continuing),OLM,summer,2017.0,2016-10-02 10:00:00,Card game,52.0
14581,Koneko no Chi: Ponponra Daibouken,33240,TV (Continuing),Marza Animation Planet,summer,2017.0,2016-10-02 07:00:00,Manga,51.0
14582,Sazae-san,2406,TV (Continuing),Eiken,summer,2017.0,1969-10-05 18:30:00,4-koma manga,0.0
14583,Idol Time PriPara,34787,TV (Continuing),"Dongwoo A&E, Tatsunoko Production",summer,2017.0,2017-04-04 17:55:00,Game,51.0
14584,Future Card Buddyfight Battsu,34836,TV (Continuing),"OLM, Xebec",summer,2017.0,2017-04-01 08:00:00,Card game,52.0
14585,PriPri Chii-chan!!,34799,TV (Continuing),OLM,summer,2017.0,2017-04-15 06:30:00,Manga,36.0
14586,Bonobono (TV 2016),32353,TV (Continuing),Eiken,summer,2017.0,2016-04-02 04:52:00,4-koma manga,0.0
14587,100% Pascal-sensei (TV),34052,TV (Continuing),OLM,summer,2017.0,2017-04-15 06:30:00,Manga,36.0
14588,Duel Masters (2017),34905,TV (Continuing),Ascension,summer,2017.0,2017-04-02 08:30:00,Original,51.0
14589,Rilu Rilu Fairilu: Mahou no Kagami,34927,TV (Continuing),Studio Deen,summer,2017.0,2017-04-07 17:55:00,Original,51.0
14590,Yasamura Yasashi no Yasashii Sekai,33933,TV (Continuing),DLE,summer,2017.0,2016-09-02 00:00:00,Original,33.0
14591,Neko Konogoro,33398,TV (Continuing),Kachidoki Studio,summer,2017.0,2016-06-08 00:00:00,Manga,0.0
14592,Neko no Robu,35478,TV (Continuing),Kachidoki Studio,summer,2017.0,2017-05-06 06:30:00,Original,0.0
14593,Dappys,35516,TV (Continuing),DLE,summer,2017.0,2017-05-02 00:00:00,Original,4.0
14594,Shounen Ashibe: Go! Go! Goma-chan 2,34979,TV (Continuing),"Bridge, Husio Studio",summer,2017.0,2017-04-04 00:00:00,4-koma manga,32.0
14595,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV),34741,TV (Continuing),OLM,summer,2017.0,2017-04-15 07:00:00,Other,37.0
14596,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,30151,TV (Continuing),          -,summer,2017.0,2012-11-16 06:45:00,Original,0.0
14597,Asa Da yo! Kaishain,33044,TV (Continuing),DLE,summer,2017.0,2016-04-04 06:45:00,Original,744.0
14598,Shiawase Haitatsu Taneko,10506,TV (Continuing),Kachidoki Studio,summer,2017.0,2011-03-26 00:00:00,Original,0.0
14599,Neko to Mata,35444,TV (Continuing),          -,summer,2017.0,2017-04-21 01:25:00,Original,67.0
14600,Freaky Highschool,35319,TV (Continuing),          -,summer,2017.0,2016-06-10 02:05:00,Original,69.0
14601,Caribadix,35517,TV (Continuing),          -,summer,2017.0,2017-05-07 09:30:00,Original,46.0
14602,Akita Kenritsu Iburi Gakkou Chuutou-bu,35226,TV (Continuing),          -,summer,2017.0,2017-03-14 00:00:00,Original,27.0
14603,Buppu na Mainichi,34891,TV (Continuing),MMDGP,summer,2017.0,2017-03-11 01:55:00,-,27.0
14604,Mikan Seijin Arawaru,33946,TV (Continuing),          -,summer,2017.0,2016-08-26 01:25:00,Other,58.0
14605,Kirin the Noop,35694,TV (Continuing),          -,summer,2017.0,2014-02-06 00:00:00,Original,0.0
14606,Quanzhi Fashi II,36318,ONA,          -,summer,2017.0,2017-09-15 00:00:00,Novel,12.0
14607,Blade Runner: Black Out 2022,36308,ONA,CygamesPictures,summer,2017.0,2017-09-26 00:00:00,Other,1.0
14608,Wo de Tian Jie Nu You,36455,ONA,          -,summer,2017.0,2017-09-20 00:00:00,Web manga,15.0
14609,Hataraku Saibou,35840,ONA,          -,summer,2017.0,2017-07-02 00:00:00,Manga,1.0
14610,Yaoguai Mingdan 2nd Season,36160,ONA,Haoliners Animation League,summer,2017.0,2017-08-03 00:00:00,Web manga,21.0
14611,Gundam Build Fighters: GM no Gyakushuu,35982,ONA,Sunrise,summer,2017.0,2017-08-25 00:00:00,Original,1.0
14612,Gundam Build Fighters: Battlogue,35567,ONA,Sunrise,summer,2017.0,2017-08-04 00:00:00,Original,5.0
14613,Yinhun x He Wei Dao,36553,ONA,Bandai Namco Pictures,summer,2017.0,2017-08-29 00:00:00,Manga,3.0
14614,Princess Principal: Ange Report,36424,ONA,"Actas, Studio 3Hz",summer,2017.0,2017-09-16 00:00:00,Original,1.0
14615,Yume ga Sameru made,35932,ONA,          -,summer,2017.0,2017-07-13 00:00:00,Original,1.0
14616,Karadasagashi,35480,ONA,Studio Khronos,summer,2017.0,2017-07-30 00:00:00,Manga,10.0
14617,Dream Festival! R,34552,ONA,Bandai Namco Pictures,summer,2017.0,2017-08-23 00:00:00,Original,12.0
14618,Lan Mo de Hua,36185,ONA,          -,summer,2017.0,2017-07-13 00:00:00,Web manga,9.0
14619,Uma no Friends,36119,ONA,          -,summer,2017.0,2017-08-08 00:00:00,Game,1.0
14620,The King of Fighters: Destiny,35204,ONA,iDRAGONS Creative Studio,summer,2017.0,2017-08-03 00:00:00,Game,24.0
14621,Kirara Fantasia,36805,ONA,          -,summer,2017.0,2017-08-11 00:00:00,Other,13.0
14622,Nissin no Donbei x Kemono Friends,36339,ONA,          -,summer,2017.0,2017-09-19 00:00:00,Original,1.0
14623,New My Tear CL Series,36223,ONA,Shaft,summer,2017.0,2017-08-03 00:00:00,Other,1.0
14624,Doupo Cangqiong Specials,36561,ONA,          -,summer,2017.0,2017-09-30 00:00:00,Novel,2.0
14625,Ze Tian Ji 3rd Season,37185,ONA,Shanghai Foch Film Culture Investment,summer,2017.0,2017-07-26 00:00:00,Novel,12.0
14626,Anisama,36228,ONA,          -,summer,2017.0,2017-08-30 00:00:00,Other,1.0
14627,Xue Se Cang Qiong,36762,ONA,CG Year,summer,2017.0,2017-08-18 00:00:00,Web manga,26.0
14628,Mon-Soni! D'Artagnan no Idol Sengen,35635,ONA,LIDENFILMS,summer,2017.0,2017-06-14 00:00:00,Game,5.0
14629,Heibai Wushang 2nd Season,36544,ONA,          -,summer,2017.0,2017-08-05 00:00:00,Manga,12.0
14630,Seizei Ganbare! Mahou Shoujo Kurumi,35510,ONA,Pie in the sky,summer,2017.0,2017-07-30 00:00:00,Original,25.0
14631,Pikotarou no Lullaby Lullaby,36520,ONA,DLE,summer,2017.0,2017-07-17 00:00:00,Original,3.0
14632,Dungeon Meshi,36577,ONA,"dwarf, Trigger",summer,2017.0,2017-07-31 00:00:00,Manga,2.0
14633,"Attakai, Fuyu Canada",36404,ONA,          -,summer,2017.0,2017-09-25 00:00:00,Original,1.0
14634,Lord of Vermilion IV,36447,ONA,          -,summer,2017.0,2017-09-03 00:00:00,Game,16.0
14635,Bibury,36155,ONA,Bibury Animation Studios,summer,2017.0,2017-08-19 00:00:00,Original,1.0
14636,Ling Yu 5th Season,37895,ONA,Haoliners Animation League,summer,2017.0,2017-07-20 00:00:00,Novel,12.0
14637,Gokiburi Taisou,36157,ONA,          -,summer,2017.0,2017-08-07 00:00:00,Original,1.0
14638,Hua Jianghu Zhi Huan Shi Men Sheng,37938,ONA,Beijing Rocen Digital,summer,2017.0,2017-09-14 00:00:00,Original,20.0
14639,Guruguru Petit Anime Gekijou,35909,ONA,Studio PuYUKAI,summer,2017.0,2017-07-14 00:00:00,Manga,24.0
14640,Pig: Oka no Ue no Dam Keeper,34346,ONA,          -,summer,2017.0,2017-08-04 00:00:00,Original,10.0
14641,1/100 Train Station,36747,ONA,          -,summer,2017.0,2017-07-24 00:00:00,Original,1.0
14642,Qiang Niang,36164,ONA,Hoods Entertainment,summer,2017.0,2017-08-18 00:00:00,Game,12.0
14643,40 Shuunen Da yo!! CoroCoro All-Star Shougakkou,35745,ONA,          -,summer,2017.0,2017-07-15 00:00:00,Original,2.0
14644,Inagawa Junji no Sugoku Kowai Hanashi,36152,ONA,          -,summer,2017.0,2017-09-05 00:00:00,Book,10.0
14645,Aoshima Megu,35933,ONA,          -,summer,2017.0,2017-07-12 00:00:00,Original,1.0
14646,Dia Horizon,36018,ONA,Fanworks,summer,2017.0,2017-08-10 00:00:00,Original,3.0
14647,Dragon Quest X: Boukensha-tachi no Kiseki,36112,ONA,          -,summer,2017.0,2017-08-07 00:00:00,Original,2.0
14648,Nanocore 3rd Season,36571,ONA,Coastline Animation Studio,summer,2017.0,2017-08-02 00:00:00,Original,20.0
14649,Shaonian Jinyiwei 2nd Season,37152,ONA,          -,summer,2017.0,2017-09-18 00:00:00,Original,13.0
14650,Animation de Tsutaeru: Hibakusha kara no Tegami,36127,ONA,          -,summer,2017.0,2017-08-04 00:00:00,Other,9.0
14651,Chokkan × Algorhythm♪,37167,ONA,Sega Interactive,summer,2017.0,2017-08-17 00:00:00,Original,8.0
14652,Felix x Kamiusagi Rope,36724,ONA,          -,summer,2017.0,2017-09-03 00:00:00,Original,0.0
14653,Taka no Tsume: Tokyo Comic Con 2017 no Ouen-dan ni Shuunin Kettei!,36132,ONA,          -,summer,2017.0,2017-07-29 00:00:00,Original,1.0
14654,Di Ling Qu,39754,ONA,          -,summer,2017.0,2017-09-19 00:00:00,-,18.0
14655,Slide,37775,ONA,          -,summer,2017.0,2017-07-10 00:00:00,Original,1.0
14656,Weaving,36574,ONA,dwarf,summer,2017.0,2017-08-15 00:00:00,Original,1.0
14657,DJ Nobunaga,36130,ONA,          -,summer,2017.0,2017-08-10 00:00:00,Original,6.0
14658,Tori vs. Buta: Buttobi Pizza Battle,35958,ONA,          -,summer,2017.0,2017-07-17 00:00:00,Original,1.0
14659,Enoshimans,35890,ONA,"Kate Arrow, Oddjob",summer,2017.0,2017-07-17 00:00:00,Original,10.0
14660,Jingisukan no Jin-kun,35233,ONA,          -,summer,2017.0,2017-09-06 00:00:00,Other,10.0
14661,Pocari Sweat x Fuji Rock Festival ’17,39694,ONA,          -,summer,2017.0,2017-07-13 00:00:00,Original,1.0
14662,AriKiri,37852,ONA,          -,summer,2017.0,2017-08-08 00:00:00,Other,4.0
14663,Mushinin,36411,ONA,          -,summer,2017.0,2017-09-22 00:00:00,Game,0.0
14664,Gohan Suki,36151,ONA,          -,summer,2017.0,2017-09-04 00:00:00,Manga,10.0
14665,Gori Papa Ikka no Nougyou wa Omoshiroi,37801,ONA,          -,summer,2017.0,2017-08-23 00:00:00,4-koma manga,1.0
14666,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,34626,OVA,Studio Deen,summer,2017.0,2017-07-24 00:00:00,Light novel,1.0
14667,Mahoutsukai no Yome: Hoshi Matsu Hito,32902,OVA,Wit Studio,summer,2017.0,2016-09-10 00:00:00,Manga,3.0
14668,Shokugeki no Souma: Ni no Sara OVA,34480,OVA,J.C.Staff,summer,2017.0,2017-05-01 00:00:00,Manga,2.0
14669,Bungou Stray Dogs: Hitori Ayumu,33071,OVA,Bones,summer,2017.0,2017-08-04 00:00:00,Manga,1.0
14670,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,33263,OVA,Shaft,summer,2017.0,2016-10-26 00:00:00,Novel,8.0
14671,Kishibe Rohan wa Ugokanai,33191,OVA,David Production,summer,2017.0,2017-09-20 00:00:00,Manga,4.0
14672,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,35320,OVA,Madhouse,summer,2017.0,2017-09-13 00:00:00,Manga,1.0
14673,Kimi no Hikari: Asagao to Kase-san.,35159,OVA,Zexcs,summer,2017.0,2017-07-25 00:00:00,Manga,1.0
14674,Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,35321,OVA,Production I.G,summer,2017.0,2017-08-04 00:00:00,Manga,1.0
14675,UQ Holder!: Mahou Sensei Negima! 2 (OVA),34604,OVA,J.C.Staff,summer,2017.0,2017-09-08 00:00:00,Manga,3.0
14676,Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!,35182,OVA,Studio Comet,summer,2017.0,2017-08-26 00:00:00,Original,1.0
14677,Escha Chron,34208,OVA,Lerche,summer,2017.0,2017-07-15 00:00:00,Other,2.0
14678,No Game No Life: Zero,33674,Movie,Madhouse,summer,2017.0,2017-07-15 00:00:00,Light novel,1.0
14679,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",34498,Movie,Shaft,summer,2017.0,2017-08-18 00:00:00,Other,1.0
14680,Mary to Majo no Hana,34541,Movie,Studio Ponoc,summer,2017.0,2017-07-08 00:00:00,Book,1.0
14681,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,34100,Movie,SILVER LINK.,summer,2017.0,2017-08-26 00:00:00,Manga,1.0
14682,Haikyuu!! Movie 3: Sainou to Sense,35110,Movie,Production I.G,summer,2017.0,2017-09-15 00:00:00,Manga,1.0
14683,Seitokai Yakuindomo Movie,34504,Movie,GoHands,summer,2017.0,2017-07-21 00:00:00,4-koma manga,1.0
