,title,MAL_id,type,studio,release-season,release-year,release-date,source-material,episodes,score,members,genres
219,Obake no Q-tarou,1547,TV (New),Shin-Ei Animation,summer,1965.0,,Manga,96.0,6.06,698.0,"['Comedy', 'Slice of Life', 'Supernatural']"
220,Tetsuwan Atom,2747,TV (Continuing),Mushi Production,summer,1965.0,,Manga,193.0,7.09,11000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
221,Big X,9613,TV (Continuing),Tokyo Movie Shinsha,summer,1965.0,,Manga,59.0,6.07,979.0,"['Action', 'Sci-Fi']"
222,Shounen Ninja Kaze no Fujimaru,13307,TV (Continuing),Toei Animation,summer,1965.0,,,65.0,5.71,870.0,"['Action', 'Adventure']"
223,Uchuu Ace,6989,TV (Continuing),Tatsunoko Production,summer,1965.0,,,52.0,0.0,639.0,"['Action', 'Adventure', 'Sci-Fi']"
224,Ookami Shounen Ken,17521,TV (Continuing),Toei Animation,summer,1965.0,,,86.0,0.0,557.0,"['Adventure']"
225,Uchuu Patrol Hopper,12897,TV (Continuing),Toei Animation,summer,1965.0,,,44.0,0.0,539.0,"['Sci-Fi']"
226,Uchuu Shounen Soran,12887,TV (Continuing),Eiken,summer,1965.0,,,96.0,0.0,521.0,"['Action', 'Adventure', 'Sci-Fi']"
227,Mirai Kara Kita Shounen Super Jetter,16159,TV (Continuing),Unknown,summer,1965.0,,Original,52.0,0.0,478.0,"['Action', 'Comedy', 'Sci-Fi']"
228,Kaitou Pride,19987,TV (Continuing),Unknown,summer,1965.0,,,105.0,0.0,306.0,"['Adventure', 'Comedy']"
229,Uchuujin Pipi,19985,TV (Continuing),Unknown,summer,1965.0,,,52.0,0.0,280.0,
230,Jungle Taitei,1572,TV (New),Mushi Production,fall,1965.0,,Manga,52.0,6.58,7100.0,"['Adventure']"
231,Hustle Punch,19681,TV (New),Toei Animation,fall,1965.0,,Original,26.0,0.0,541.0,"['Comedy', 'Fantasy']"
232,Tetsuwan Atom,2747,TV (Continuing),Mushi Production,fall,1965.0,,Manga,193.0,7.09,11000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
233,Wonder 3,4088,TV (Continuing),Mushi Production,fall,1965.0,,,52.0,6.23,889.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
234,Yuusei Shounen Papii,6448,TV (Continuing),Eiken,fall,1965.0,,,52.0,5.65,767.0,"['Action', 'Sci-Fi']"
235,Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,fall,1965.0,,Manga,96.0,6.06,698.0,"['Comedy', 'Slice of Life', 'Supernatural']"
236,Uchuu Ace,6989,TV (Continuing),Tatsunoko Production,fall,1965.0,,,52.0,0.0,639.0,"['Action', 'Adventure', 'Sci-Fi']"
237,Uchuu Patrol Hopper,12897,TV (Continuing),Toei Animation,fall,1965.0,,,44.0,0.0,539.0,"['Sci-Fi']"
238,Uchuu Shounen Soran,12887,TV (Continuing),Eiken,fall,1965.0,,,96.0,0.0,521.0,"['Action', 'Adventure', 'Sci-Fi']"
239,Mirai Kara Kita Shounen Super Jetter,16159,TV (Continuing),Unknown,fall,1965.0,,Original,52.0,0.0,478.0,"['Action', 'Comedy', 'Sci-Fi']"
240,Kaitou Pride,19987,TV (Continuing),Unknown,fall,1965.0,,,105.0,0.0,306.0,"['Adventure', 'Comedy']"
241,Uchuujin Pipi,19985,TV (Continuing),Unknown,fall,1965.0,,,52.0,0.0,280.0,
242,Shizuku,1989,Movie,Mushi Production,fall,1965.0,,Original,1.0,5.64,2500.0,"['Comedy']"
243,Tobacco to Hai,12295,Movie,Mushi Production,fall,1965.0,,,1.0,5.38,1100.0,"['Adventure']"
244,Osomatsu-kun,9884,TV (New),Studio Zero,winter,1966.0,,Manga,56.0,6.41,3300.0,"['Comedy']"
245,Tatakae! Osper,19989,TV (New),Unknown,winter,1966.0,,,52.0,0.0,386.0,"['Action', 'Sci-Fi']"
246,Tetsuwan Atom,2747,TV (Continuing),Mushi Production,winter,1966.0,,Manga,193.0,7.09,11000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
247,Jungle Taitei,1572,TV (Continuing),Mushi Production,winter,1966.0,,Manga,52.0,6.58,7100.0,"['Adventure']"
248,Wonder 3,4088,TV (Continuing),Mushi Production,winter,1966.0,,,52.0,6.23,889.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
249,Yuusei Shounen Papii,6448,TV (Continuing),Eiken,winter,1966.0,,,52.0,5.65,767.0,"['Action', 'Sci-Fi']"
250,Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,winter,1966.0,,Manga,96.0,6.06,698.0,"['Comedy', 'Slice of Life', 'Supernatural']"
251,Uchuu Ace,6989,TV (Continuing),Tatsunoko Production,winter,1966.0,,,52.0,0.0,639.0,"['Action', 'Adventure', 'Sci-Fi']"
252,Hustle Punch,19681,TV (Continuing),Toei Animation,winter,1966.0,,Original,26.0,0.0,541.0,"['Comedy', 'Fantasy']"
253,Uchuu Shounen Soran,12887,TV (Continuing),Eiken,winter,1966.0,,,96.0,0.0,521.0,"['Action', 'Adventure', 'Sci-Fi']"
254,Uchuujin Pipi,19985,TV (Continuing),Unknown,winter,1966.0,,,52.0,0.0,280.0,
255,Rainbow Sentai Robin,9438,TV (New),Toei Animation,spring,1966.0,,,48.0,6.07,739.0,"['Action', 'Adventure', 'Sci-Fi']"
256,Kaizoku Ouji,19505,TV (New),Toei Animation,spring,1966.0,,,31.0,0.0,521.0,"['Adventure']"
257,Harisu no Kaze,17667,TV (New),Unknown,spring,1966.0,,,70.0,0.0,487.0,"['Comedy']"
258,Tetsuwan Atom,2747,TV (Continuing),Mushi Production,spring,1966.0,,Manga,193.0,7.09,11000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
259,Jungle Taitei,1572,TV (Continuing),Mushi Production,spring,1966.0,,Manga,52.0,6.58,7100.0,"['Adventure']"
260,Osomatsu-kun,9884,TV (Continuing),Studio Zero,spring,1966.0,,Manga,56.0,6.41,3300.0,"['Comedy']"
261,Wonder 3,4088,TV (Continuing),Mushi Production,spring,1966.0,,,52.0,6.23,889.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
262,Yuusei Shounen Papii,6448,TV (Continuing),Eiken,spring,1966.0,,,52.0,5.65,767.0,"['Action', 'Sci-Fi']"
263,Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,spring,1966.0,,Manga,96.0,6.06,698.0,"['Comedy', 'Slice of Life', 'Supernatural']"
264,Uchuu Shounen Soran,12887,TV (Continuing),Eiken,spring,1966.0,,,96.0,0.0,521.0,"['Action', 'Adventure', 'Sci-Fi']"
265,Tatakae! Osper,19989,TV (Continuing),Unknown,spring,1966.0,,,52.0,0.0,386.0,"['Action', 'Sci-Fi']"
266,Gokuu no Daibouken Pilot,23815,Special,Unknown,spring,1966.0,,,1.0,0.0,379.0,"['Comedy', 'Fantasy']"
267,Monoshiri Daigaku: Ashita no Calendar,22221,TV (New),Unknown,summer,1966.0,,Original,1274.0,5.68,622.0,
268,Yuusei Kamen,12767,TV (New),Eiken,summer,1966.0,,,39.0,0.0,508.0,"['Sci-Fi']"
269,Tetsuwan Atom,2747,TV (Continuing),Mushi Production,summer,1966.0,,Manga,193.0,7.09,11000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
270,Jungle Taitei,1572,TV (Continuing),Mushi Production,summer,1966.0,,Manga,52.0,6.58,7100.0,"['Adventure']"
271,Osomatsu-kun,9884,TV (Continuing),Studio Zero,summer,1966.0,,Manga,56.0,6.41,3300.0,"['Comedy']"
272,Rainbow Sentai Robin,9438,TV (Continuing),Toei Animation,summer,1966.0,,,48.0,6.07,739.0,"['Action', 'Adventure', 'Sci-Fi']"
273,Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,summer,1966.0,,Manga,96.0,6.06,698.0,"['Comedy', 'Slice of Life', 'Supernatural']"
274,Kaizoku Ouji,19505,TV (Continuing),Toei Animation,summer,1966.0,,,31.0,0.0,521.0,"['Adventure']"
275,Uchuu Shounen Soran,12887,TV (Continuing),Eiken,summer,1966.0,,,96.0,0.0,521.0,"['Action', 'Adventure', 'Sci-Fi']"
276,Harisu no Kaze,17667,TV (Continuing),Unknown,summer,1966.0,,,70.0,0.0,487.0,"['Comedy']"
277,Tatakae! Osper,19989,TV (Continuing),Unknown,summer,1966.0,,,52.0,0.0,386.0,"['Action', 'Sci-Fi']"
278,Cyborg 009,6872,Movie,Toei Animation,summer,1966.0,,Manga,1.0,6.05,3000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
279,Jungle Taitei Movie,20381,Movie,Mushi Production,summer,1966.0,,,1.0,6.12,999.0,"['Adventure']"
280,Jungle Taitei: Susume Leo!,2565,TV (New),Mushi Production,fall,1966.0,,Manga,26.0,6.39,2300.0,"['Adventure']"
281,Robotan,19875,TV (New),Unknown,fall,1966.0,,,104.0,6.18,487.0,"['Comedy']"
282,Ganbare! Marine Kid,8897,TV (New),Unknown,fall,1966.0,,,13.0,5.6,481.0,"['Action', 'Adventure', 'Sci-Fi']"
283,Tobidase! Bacchiri,19991,TV (New),Unknown,fall,1966.0,,,132.0,0.0,297.0,"['Comedy', 'Mystery']"
284,Tetsuwan Atom,2747,TV (Continuing),Mushi Production,fall,1966.0,,Manga,193.0,7.09,11000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
285,Osomatsu-kun,9884,TV (Continuing),Studio Zero,fall,1966.0,,Manga,56.0,6.41,3300.0,"['Comedy']"
286,Rainbow Sentai Robin,9438,TV (Continuing),Toei Animation,fall,1966.0,,,48.0,6.07,739.0,"['Action', 'Adventure', 'Sci-Fi']"
287,Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,fall,1966.0,,Manga,96.0,6.06,698.0,"['Comedy', 'Slice of Life', 'Supernatural']"
288,Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,fall,1966.0,,Original,1274.0,5.68,622.0,
289,Kaizoku Ouji,19505,TV (Continuing),Toei Animation,fall,1966.0,,,31.0,0.0,521.0,"['Adventure']"
290,Uchuu Shounen Soran,12887,TV (Continuing),Eiken,fall,1966.0,,,96.0,0.0,521.0,"['Action', 'Adventure', 'Sci-Fi']"
291,Yuusei Kamen,12767,TV (Continuing),Eiken,fall,1966.0,,,39.0,0.0,508.0,"['Sci-Fi']"
292,Harisu no Kaze,17667,TV (Continuing),Unknown,fall,1966.0,,,70.0,0.0,487.0,"['Comedy']"
293,Tatakae! Osper,19989,TV (Continuing),Unknown,fall,1966.0,,,52.0,0.0,386.0,"['Action', 'Sci-Fi']"
294,Tenrankai no E,3472,Movie,Unknown,fall,1966.0,,Original,1.0,6.2,2100.0,"['Comedy']"
295,Ribbon no Kishi Pilot,22241,Special,Mushi Production,fall,1966.0,,,1.0,5.75,495.0,"['Adventure']"
296,Sekai no Ouja: King Kong Taikai,27379,Special,Toei Animation,fall,1966.0,,,1.0,0.0,271.0,"['Adventure', 'Sci-Fi']"
297,Mahoutsukai Sally,3356,TV (New),Toei Animation,winter,1967.0,,Manga,109.0,6.56,3500.0,"['Fantasy']"
298,Gokuu no Daibouken,2687,TV (New),Mushi Production,winter,1967.0,,,39.0,6.11,817.0,"['Comedy', 'Fantasy']"
299,Osomatsu-kun,9884,TV (Continuing),Studio Zero,winter,1967.0,,Manga,56.0,6.41,3300.0,"['Comedy']"
300,Jungle Taitei: Susume Leo!,2565,TV (Continuing),Mushi Production,winter,1967.0,,Manga,26.0,6.39,2300.0,"['Adventure']"
301,Rainbow Sentai Robin,9438,TV (Continuing),Toei Animation,winter,1967.0,,,48.0,6.07,739.0,"['Action', 'Adventure', 'Sci-Fi']"
302,Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,winter,1967.0,,Manga,96.0,6.06,698.0,"['Comedy', 'Slice of Life', 'Supernatural']"
303,Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,winter,1967.0,,Original,1274.0,5.68,622.0,
304,Uchuu Shounen Soran,12887,TV (Continuing),Eiken,winter,1967.0,,,96.0,0.0,521.0,"['Action', 'Adventure', 'Sci-Fi']"
305,Yuusei Kamen,12767,TV (Continuing),Eiken,winter,1967.0,,,39.0,0.0,508.0,"['Sci-Fi']"
306,Harisu no Kaze,17667,TV (Continuing),Unknown,winter,1967.0,,,70.0,0.0,487.0,"['Comedy']"
307,Robotan,19875,TV (Continuing),Unknown,winter,1967.0,,,104.0,6.18,487.0,"['Comedy']"
308,Tatakae! Osper,19989,TV (Continuing),Unknown,winter,1967.0,,,52.0,0.0,386.0,"['Action', 'Sci-Fi']"
309,Tobidase! Bacchiri,19991,TV (Continuing),Unknown,winter,1967.0,,,132.0,0.0,297.0,"['Comedy', 'Mystery']"
310,Cyborg 009: Kaijuu Sensou,7290,Movie,Toei Animation,winter,1967.0,,,1.0,5.96,1900.0,"['Action', 'Adventure', 'Sci-Fi']"
311,Ninja Bugei-chou,5232,Movie,Unknown,winter,1967.0,,,1.0,5.47,1400.0,"['Action']"
312,Shounen Jack to Mahoutsukai,9392,Movie,Toei Animation,winter,1967.0,,,1.0,5.3,664.0,"['Adventure', 'Fantasy']"
313,Hong Kil-dong,16556,Movie,Unknown,winter,1967.0,,,1.0,0.0,364.0,"['Adventure', 'Fantasy']"
314,Tanuki-san Ooatari,27377,Movie,Toei Animation,winter,1967.0,,,1.0,0.0,223.0,
315,"Subarashii Sekai Ryokou: Alaska no Tabi ""Daigo Hyougaki""",23911,Special,Unknown,winter,1967.0,,,2.0,0.0,257.0,"['Adventure', 'Sci-Fi']"
316,Mach GoGoGo,1445,TV (New),Tatsunoko Production,spring,1967.0,,Manga,52.0,6.66,14000.0,"['Adventure']"
317,Ribbon no Kishi,3024,TV (New),Mushi Production,spring,1967.0,,Manga,52.0,6.73,4400.0,"['Action', 'Fantasy', 'Mystery', 'Romance']"
318,Perman,6303,TV (New),Unknown,spring,1967.0,,Manga,54.0,6.45,3200.0,"['Adventure', 'Comedy']"
319,Ougon Bat,3900,TV (New),Dai-Ichi Douga,spring,1967.0,,Novel,52.0,6.44,2000.0,"['Action', 'Sci-Fi']"
320,Bouken Gabotenjima,8184,TV (New),Unknown,spring,1967.0,,,39.0,0.0,471.0,"['Adventure']"
321,King Kong: 001/7 Tom Thumb,19995,TV (New),Toei Animation,spring,1967.0,,,26.0,0.0,388.0,"['Adventure', 'Sci-Fi']"
322,Kaminari Boy Pikkari★bee,19993,TV (New),Unknown,spring,1967.0,,,53.0,0.0,277.0,"['Adventure', 'Comedy']"
323,Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,spring,1967.0,,Manga,109.0,6.56,3500.0,"['Fantasy']"
324,Gokuu no Daibouken,2687,TV (Continuing),Mushi Production,spring,1967.0,,,39.0,6.11,817.0,"['Comedy', 'Fantasy']"
325,Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,spring,1967.0,,Manga,96.0,6.06,698.0,"['Comedy', 'Slice of Life', 'Supernatural']"
326,Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,spring,1967.0,,Original,1274.0,5.68,622.0,
327,Harisu no Kaze,17667,TV (Continuing),Unknown,spring,1967.0,,,70.0,0.0,487.0,"['Comedy']"
328,Robotan,19875,TV (Continuing),Unknown,spring,1967.0,,,104.0,6.18,487.0,"['Comedy']"
329,Tatakae! Osper,19989,TV (Continuing),Unknown,spring,1967.0,,,52.0,0.0,386.0,"['Action', 'Sci-Fi']"
330,Pyun Pyun Maru,15873,TV (New),Toei Animation,summer,1967.0,,,26.0,0.0,383.0,"['Comedy']"
331,Mach GoGoGo,1445,TV (Continuing),Tatsunoko Production,summer,1967.0,,Manga,52.0,6.66,14000.0,"['Adventure']"
332,Ribbon no Kishi,3024,TV (Continuing),Mushi Production,summer,1967.0,,Manga,52.0,6.73,4400.0,"['Action', 'Fantasy', 'Mystery', 'Romance']"
333,Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,summer,1967.0,,Manga,109.0,6.56,3500.0,"['Fantasy']"
334,Perman,6303,TV (Continuing),Unknown,summer,1967.0,,Manga,54.0,6.45,3200.0,"['Adventure', 'Comedy']"
335,Ougon Bat,3900,TV (Continuing),Dai-Ichi Douga,summer,1967.0,,Novel,52.0,6.44,2000.0,"['Action', 'Sci-Fi']"
336,Gokuu no Daibouken,2687,TV (Continuing),Mushi Production,summer,1967.0,,,39.0,6.11,817.0,"['Comedy', 'Fantasy']"
337,Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,summer,1967.0,,Original,1274.0,5.68,622.0,
338,Harisu no Kaze,17667,TV (Continuing),Unknown,summer,1967.0,,,70.0,0.0,487.0,"['Comedy']"
339,Robotan,19875,TV (Continuing),Unknown,summer,1967.0,,,104.0,6.18,487.0,"['Comedy']"
340,Bouken Gabotenjima,8184,TV (Continuing),Unknown,summer,1967.0,,,39.0,0.0,471.0,"['Adventure']"
341,King Kong: 001/7 Tom Thumb,19995,TV (Continuing),Toei Animation,summer,1967.0,,,26.0,0.0,388.0,"['Adventure', 'Sci-Fi']"
342,Tatakae! Osper,19989,TV (Continuing),Unknown,summer,1967.0,,,52.0,0.0,386.0,"['Action', 'Sci-Fi']"
343,Kaminari Boy Pikkari★bee,19993,TV (Continuing),Unknown,summer,1967.0,,,53.0,0.0,277.0,"['Adventure', 'Comedy']"
344,Hopiwa Chadolbawi,18309,Movie,Unknown,summer,1967.0,,,1.0,0.0,303.0,"['Action', 'Adventure']"
345,Hyokkori Hyoutan Shima,22887,Movie,Toei Animation,summer,1967.0,,,1.0,0.0,244.0,"['Adventure']"
346,Heungbuwa Nolbu,51245,Movie,Unknown,summer,1967.0,,Other,1.0,0.0,0.0,"['Fantasy', 'Slice of Life']"
347,Bouken Shounen Shadar,8182,TV (New),Unknown,fall,1967.0,,,156.0,0.0,590.0,"['Adventure', 'Horror']"
348,Skyers 5,11405,TV (New),Unknown,fall,1967.0,,,12.0,0.0,491.0,"['Action', 'Sci-Fi']"
349,Oraa Guzura Dado,21539,TV (New),Tatsunoko Production,fall,1967.0,,,52.0,0.0,390.0,"['Comedy']"
350,Chibikko Kaijuu Yadamon,8501,TV (New),Unknown,fall,1967.0,,,26.0,0.0,383.0,"['Comedy', 'Supernatural']"
351,Donkikko,19901,TV (New),Unknown,fall,1967.0,,,21.0,0.0,327.0,"['Comedy']"
352,Mach GoGoGo,1445,TV (Continuing),Tatsunoko Production,fall,1967.0,,Manga,52.0,6.66,14000.0,"['Adventure']"
353,Ribbon no Kishi,3024,TV (Continuing),Mushi Production,fall,1967.0,,Manga,52.0,6.73,4400.0,"['Action', 'Fantasy', 'Mystery', 'Romance']"
354,Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,fall,1967.0,,Manga,109.0,6.56,3500.0,"['Fantasy']"
355,Perman,6303,TV (Continuing),Unknown,fall,1967.0,,Manga,54.0,6.45,3200.0,"['Adventure', 'Comedy']"
356,Ougon Bat,3900,TV (Continuing),Dai-Ichi Douga,fall,1967.0,,Novel,52.0,6.44,2000.0,"['Action', 'Sci-Fi']"
357,Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,fall,1967.0,,Original,1274.0,5.68,622.0,
358,Robotan,19875,TV (Continuing),Unknown,fall,1967.0,,,104.0,6.18,487.0,"['Comedy']"
359,Bouken Gabotenjima,8184,TV (Continuing),Unknown,fall,1967.0,,,39.0,0.0,471.0,"['Adventure']"
360,Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,fall,1967.0,,,26.0,0.0,383.0,"['Comedy']"
361,Kaminari Boy Pikkari★bee,19993,TV (Continuing),Unknown,fall,1967.0,,,53.0,0.0,277.0,"['Adventure', 'Comedy']"
362,Gegege no Kitarou (1968),5688,TV (New),Toei Animation,winter,1968.0,,Manga,65.0,6.78,3900.0,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
363,Wanpaku Tanteidan,12139,TV (New),Mushi Production,winter,1968.0,,,35.0,0.0,686.0,"['Action', 'Mystery']"
364,Mach GoGoGo,1445,TV (Continuing),Tatsunoko Production,winter,1968.0,,Manga,52.0,6.66,14000.0,"['Adventure']"
365,Ribbon no Kishi,3024,TV (Continuing),Mushi Production,winter,1968.0,,Manga,52.0,6.73,4400.0,"['Action', 'Fantasy', 'Mystery', 'Romance']"
366,Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,winter,1968.0,,Manga,109.0,6.56,3500.0,"['Fantasy']"
367,Perman,6303,TV (Continuing),Unknown,winter,1968.0,,Manga,54.0,6.45,3200.0,"['Adventure', 'Comedy']"
368,Ougon Bat,3900,TV (Continuing),Dai-Ichi Douga,winter,1968.0,,Novel,52.0,6.44,2000.0,"['Action', 'Sci-Fi']"
369,Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,winter,1968.0,,Original,1274.0,5.68,622.0,
370,Bouken Shounen Shadar,8182,TV (Continuing),Unknown,winter,1968.0,,,156.0,0.0,590.0,"['Adventure', 'Horror']"
371,Robotan,19875,TV (Continuing),Unknown,winter,1968.0,,,104.0,6.18,487.0,"['Comedy']"
372,Oraa Guzura Dado,21539,TV (Continuing),Tatsunoko Production,winter,1968.0,,,52.0,0.0,390.0,"['Comedy']"
373,Chibikko Kaijuu Yadamon,8501,TV (Continuing),Unknown,winter,1968.0,,,26.0,0.0,383.0,"['Comedy', 'Supernatural']"
374,Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,winter,1968.0,,,26.0,0.0,383.0,"['Comedy']"
375,Kaminari Boy Pikkari★bee,19993,TV (Continuing),Unknown,winter,1968.0,,,53.0,0.0,277.0,"['Adventure', 'Comedy']"
376,Andersen Monogatari,5098,Movie,Toei Animation,winter,1968.0,,,1.0,5.74,911.0,"['Drama', 'Fantasy']"
377,Dororo Pilot,11471,Special,Mushi Production,winter,1968.0,,Manga,1.0,5.74,4100.0,"['Action']"
378,"Subarashii Sekai Ryokou: New York Tabi ""Computopia Seireki Nisennen no Monogatari""",32629,Special,Unknown,winter,1968.0,,Original,2.0,0.0,229.0,"['Sci-Fi']"
379,Cyborg 009 (TV),8394,TV (New),Toei Animation,spring,1968.0,,Manga,26.0,6.86,5800.0,"['Action', 'Adventure', 'Sci-Fi']"
380,Kyojin no Hoshi,5834,TV (New),TMS Entertainment,spring,1968.0,,Manga,182.0,6.84,2300.0,"['Drama', 'Sports']"
381,Kaibutsu-kun,3129,TV (New),Studio Zero,spring,1968.0,,Manga,49.0,6.47,1200.0,"['Comedy', 'Horror']"
382,Akane-chan,18635,TV (New),Toei Animation,spring,1968.0,,,26.0,0.0,641.0,"['Comedy', 'Slice of Life']"
383,Animal 1,17671,TV (New),Unknown,spring,1968.0,,,27.0,0.0,559.0,"['Sports']"
384,Fight Da!! Pyuta,19997,TV (New),Unknown,spring,1968.0,,,26.0,0.0,421.0,"['Action', 'Comedy', 'Sci-Fi']"
385,Gegege no Kitarou (1968),5688,TV (Continuing),Toei Animation,spring,1968.0,,Manga,65.0,6.78,3900.0,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
386,Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,spring,1968.0,,Manga,109.0,6.56,3500.0,"['Fantasy']"
387,Wanpaku Tanteidan,12139,TV (Continuing),Mushi Production,spring,1968.0,,,35.0,0.0,686.0,"['Action', 'Mystery']"
388,Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,spring,1968.0,,Original,1274.0,5.68,622.0,
389,Robotan,19875,TV (Continuing),Unknown,spring,1968.0,,,104.0,6.18,487.0,"['Comedy']"
390,Oraa Guzura Dado,21539,TV (Continuing),Tatsunoko Production,spring,1968.0,,,52.0,0.0,390.0,"['Comedy']"
391,Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,spring,1968.0,,,26.0,0.0,383.0,"['Comedy']"
392,Cyborg 009 (TV),8394,TV (Continuing),Toei Animation,summer,1968.0,,Manga,26.0,6.86,5800.0,"['Action', 'Adventure', 'Sci-Fi']"
393,Gegege no Kitarou (1968),5688,TV (Continuing),Toei Animation,summer,1968.0,,Manga,65.0,6.78,3900.0,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
394,Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,summer,1968.0,,Manga,109.0,6.56,3500.0,"['Fantasy']"
395,Kyojin no Hoshi,5834,TV (Continuing),TMS Entertainment,summer,1968.0,,Manga,182.0,6.84,2300.0,"['Drama', 'Sports']"
396,Kaibutsu-kun,3129,TV (Continuing),Studio Zero,summer,1968.0,,Manga,49.0,6.47,1200.0,"['Comedy', 'Horror']"
397,Wanpaku Tanteidan,12139,TV (Continuing),Mushi Production,summer,1968.0,,,35.0,0.0,686.0,"['Action', 'Mystery']"
398,Akane-chan,18635,TV (Continuing),Toei Animation,summer,1968.0,,,26.0,0.0,641.0,"['Comedy', 'Slice of Life']"
399,Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,summer,1968.0,,Original,1274.0,5.68,622.0,
400,Animal 1,17671,TV (Continuing),Unknown,summer,1968.0,,,27.0,0.0,559.0,"['Sports']"
401,Robotan,19875,TV (Continuing),Unknown,summer,1968.0,,,104.0,6.18,487.0,"['Comedy']"
402,Fight Da!! Pyuta,19997,TV (Continuing),Unknown,summer,1968.0,,,26.0,0.0,421.0,"['Action', 'Comedy', 'Sci-Fi']"
403,Oraa Guzura Dado,21539,TV (Continuing),Tatsunoko Production,summer,1968.0,,,52.0,0.0,390.0,"['Comedy']"
404,Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,summer,1968.0,,,26.0,0.0,383.0,"['Comedy']"
405,Taiyou no Ouji: Horus no Daibouken,1044,Movie,Toei Animation,summer,1968.0,,Other,1.0,6.5,7600.0,"['Adventure', 'Drama']"
406,Umihiko Yamahiko,34038,Movie,Unknown,summer,1968.0,,Other,1.0,0.0,308.0,"['Fantasy']"
407,Hwanggeum Cheolin,16808,Movie,Unknown,summer,1968.0,,,1.0,0.0,306.0,"['Action', 'Adventure']"
408,Sabu to Ichi Torimono Hikae,5997,TV (New),Toei Animation,fall,1968.0,,Manga,52.0,6.45,2000.0,"['Action', 'Adventure', 'Drama', 'Slice of Life']"
409,Youkai Ningen Bem,4044,TV (New),Dai-Ichi Douga,fall,1968.0,,Original,26.0,6.1,1700.0,"['Horror']"
410,Sasuke,6056,TV (New),Unknown,fall,1968.0,,Manga,29.0,6.65,1300.0,"['Action']"
411,Yuuyake Banchou,12765,TV (New),Unknown,fall,1968.0,,,26.0,0.0,452.0,"['Action']"
412,Johnny Cypher,28145,TV (New),Unknown,fall,1968.0,,,130.0,0.0,362.0,"['Action', 'Adventure', 'Sci-Fi']"
413,Dokachin,15957,TV (New),Tatsunoko Production,fall,1968.0,,Original,26.0,0.0,300.0,"['Comedy']"
414,Gegege no Kitarou (1968),5688,TV (Continuing),Toei Animation,fall,1968.0,,Manga,65.0,6.78,3900.0,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
415,Mahoutsukai Sally,3356,TV (Continuing),Toei Animation,fall,1968.0,,Manga,109.0,6.56,3500.0,"['Fantasy']"
416,Kyojin no Hoshi,5834,TV (Continuing),TMS Entertainment,fall,1968.0,,Manga,182.0,6.84,2300.0,"['Drama', 'Sports']"
417,Kaibutsu-kun,3129,TV (Continuing),Studio Zero,fall,1968.0,,Manga,49.0,6.47,1200.0,"['Comedy', 'Horror']"
418,Monoshiri Daigaku: Ashita no Calendar,22221,TV (Continuing),Unknown,fall,1968.0,,Original,1274.0,5.68,622.0,
419,Pyun Pyun Maru,15873,TV (Continuing),Toei Animation,fall,1968.0,,,26.0,0.0,383.0,"['Comedy']"
