title,MAL_id,type,studio,release-season,release-year,release-date,source-material,genres,themes,demographics,episodes,score,members
Ai Tenshi Densetsu Wedding Peach Specials,26189,Special,['OLM'],fall,1995.0,,,"['Adventure', 'Comedy', 'Romance']",[],,2.0,6.21,1500.0
Yuu☆Yuu☆Hakusho: Eizou Hakusho - Opening Ending Encyclopedia,42880,Special,['Pierrot'],fall,1995.0,,Manga,['Comedy'],[],,1.0,6.58,1300.0
Crayon Shin-chan Specials,41880,Special,['Shin-Ei Animation'],fall,1995.0,,Manga,"['Comedy', 'Ecchi']",['School'],Seinen,0.0,0.0,331.0
Sore Ike! Anpanman: Keito no Shiro no Christmas,27571,Special,['TMS Entertainment'],fall,1995.0,,,"['Comedy', 'Fantasy']",[],,1.0,0.0,306.0
Zukkoke Sannin-gumi: Kusunoki Yashiki no Guruguru-sama,36559,Special,['J.C.Staff'],fall,1995.0,,,[],['Mythology'],Kids,1.0,0.0,258.0
Dragon Ball GT,225,TV (New),['Toei Animation'],winter,1996.0,,Manga,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['Super Power'],Shounen,64.0,6.47,592000.0
Rurouni Kenshin: Meiji Kenkaku Romantan,45,TV (New),"['Gallop', 'Studio Deen']",winter,1996.0,,Manga,"['Action', 'Adventure', 'Comedy', 'Romance']","['Historical', 'Samurai']",Shounen,94.0,8.29,467000.0
Detective Conan,235,TV (New),['TMS Entertainment'],winter,1996.0,,Manga,"['Adventure', 'Comedy', 'Mystery']",['Detective'],Shounen,0.0,8.17,324000.0
Bakusou Kyoudai Let's & Go,2705,TV (New),['Xebec'],winter,1996.0,,Manga,['Adventure'],['Racing'],Kids,51.0,6.85,10000.0
Gegege no Kitarou (1996),7619,TV (New),['Toei Animation'],winter,1996.0,,Manga,"['Adventure', 'Supernatural']",[],,114.0,6.72,3600.0
Yuusha Shirei Dagwon,3505,TV (New),['Sunrise'],winter,1996.0,,Original,"['Action', 'Adventure']",[],,48.0,6.92,2200.0
Meiken Lassie,3425,TV (New),['Nippon Animation'],winter,1996.0,,Novel,"['Adventure', 'Slice of Life']",['Pets'],Kids,25.0,6.77,1600.0
Bucket de Gohan,9540,TV (New),['Unknown'],winter,1996.0,,,['Comedy'],[],,20.0,0.0,422.0
Duchiwa Ppukku,48172,TV (New),['Unknown'],winter,1996.0,,,"['Comedy', 'Supernatural']",[],,26.0,0.0,33.0
Neon Genesis Evangelion,30,TV (Continuing),"['Gainax', 'Tatsunoko Production']",winter,1996.0,,Original,"['Action', 'Avant Garde', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense']",[],,26.0,8.34,1700000.0
Slam Dunk,170,TV (Continuing),['Toei Animation'],winter,1996.0,,Manga,['Sports'],"['School', 'Team Sports']",Shounen,101.0,8.54,272000.0
Shin Kidou Senki Gundam Wing,90,TV (Continuing),['Sunrise'],winter,1996.0,,Original,"['Action', 'Drama', 'Sci-Fi']",[],,49.0,7.69,153000.0
Fushigi Yuugi,123,TV (Continuing),['Pierrot'],winter,1996.0,,Manga,"['Adventure', 'Fantasy', 'Romance']","['Historical', 'Isekai', 'Martial Arts', 'Reverse Harem']",Shoujo,52.0,7.62,113000.0
Bishoujo Senshi Sailor Moon SuperS,1239,TV (Continuing),['Toei Animation'],winter,1996.0,,Manga,"['Fantasy', 'Romance']",['Mahou Shoujo'],Shoujo,39.0,7.62,112000.0
Crayon Shin-chan,966,TV (Continuing),['Shin-Ei Animation'],winter,1996.0,,Manga,"['Comedy', 'Ecchi']",['School'],Seinen,0.0,7.76,76000.0
Doraemon (1979),2471,TV (Continuing),['Shin-Ei Animation'],winter,1996.0,,Manga,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['Anthropomorphic'],Kids,1787.0,7.78,57000.0
Gokinjo Monogatari,852,TV (Continuing),['Toei Animation'],winter,1996.0,,Manga,"['Comedy', 'Drama', 'Romance']",['Visual Arts'],Shoujo,50.0,7.61,22000.0
Ai Tenshi Densetsu Wedding Peach,1533,TV (Continuing),['OLM'],winter,1996.0,,Manga,"['Comedy', 'Fantasy', 'Romance']",['Mahou Shoujo'],Shoujo,51.0,6.74,22000.0
Bakuretsu Hunters,495,TV (Continuing),['Xebec'],winter,1996.0,,Manga,"['Adventure', 'Comedy', 'Fantasy', 'Supernatural', 'Ecchi']",[],,26.0,6.67,20000.0
Kaitou Saint Tail,1567,TV (Continuing),['TMS Entertainment'],winter,1996.0,,Manga,"['Adventure', 'Romance']",[],,43.0,7.55,19000.0
El Hazard: The Wanderers,116,TV (Continuing),['AIC'],winter,1996.0,,Original,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",[],,26.0,6.94,17000.0
Virtua Fighter,961,TV (Continuing),['Tokyo Movie Shinsha'],winter,1996.0,,Game,"['Action', 'Adventure', 'Comedy']",[],,35.0,7.12,10000.0
H2,386,TV (Continuing),['Production Reed'],winter,1996.0,,Manga,"['Comedy', 'Romance', 'Sports']",['Team Sports'],Shounen,41.0,7.24,9300.0
Sazae-san,2406,TV (Continuing),['Eiken'],winter,1996.0,,4-koma manga,"['Comedy', 'Slice of Life']",[],,0.0,6.1,7600.0
Nintama Rantarou,1199,TV (Continuing),['Ajia-Do'],winter,1996.0,,Manga,['Comedy'],[],,0.0,7.08,6900.0
Ninkuu,912,TV (Continuing),['Pierrot'],winter,1996.0,,Manga,['Adventure'],[],,55.0,7.03,6400.0
Kiteretsu Daihyakka,6509,TV (Continuing),['Gallop'],winter,1996.0,,Manga,"['Comedy', 'Drama', 'Slice of Life']",[],,331.0,6.79,5300.0
Chibi Maruko-chan (1995),6149,TV (Continuing),['Nippon Animation'],winter,1996.0,,Manga,"['Comedy', 'Slice of Life']",['School'],Shoujo,0.0,7.27,4800.0
Nurse Angel Ririka SOS,616,TV (Continuing),['Gallop'],winter,1996.0,,Manga,"['Drama', 'Fantasy']",[],,35.0,7.15,4200.0
Sore Ike! Anpanman,1960,TV (Continuing),['TMS Entertainment'],winter,1996.0,,Picture book,"['Comedy', 'Fantasy']",[],,0.0,6.57,3300.0
Azuki-chan,1893,TV (Continuing),['Madhouse'],winter,1996.0,,Manga,"['Comedy', 'Romance', 'Slice of Life']",[],,117.0,6.7,2900.0
Mojakou,2736,TV (Continuing),['OLM'],winter,1996.0,,,"['Comedy', 'Fantasy', 'Sci-Fi']",[],,74.0,7.16,2500.0
Tobe! Isami,3036,TV (Continuing),['Group TAC'],winter,1996.0,,Original,"['Action', 'Adventure', 'Comedy', 'Romance']",[],,50.0,7.38,2300.0
Bonobono (TV),4286,TV (Continuing),['Group TAC'],winter,1996.0,,4-koma manga,['Comedy'],[],,48.0,6.65,1500.0
Oyako Club,12393,TV (Continuing),['Eiken'],winter,1996.0,,Original,"['Comedy', 'Slice of Life']",[],,1818.0,5.52,1100.0
Touma Kishinden Oni,2366,TV (Continuing),['J.C.Staff'],winter,1996.0,,Game,['Supernatural'],[],,25.0,6.39,1000.0
Pokonyan!,6779,TV (Continuing),['Animation 21'],winter,1996.0,,,"['Comedy', 'Fantasy']",[],,170.0,6.95,985.0
Knyacki!,7505,TV (Continuing),['Unknown'],winter,1996.0,,,"['Comedy', 'Drama', 'Fantasy']",[],,0.0,6.15,937.0
Shima Shima Tora no Shimajirou,9768,TV (Continuing),['Unknown'],winter,1996.0,,Original,"['Adventure', 'Comedy', 'Fantasy']",[],,726.0,6.02,830.0
Mama wa Poyopoyo Saurus ga Osuki,4782,TV (Continuing),['Nippon Animation'],winter,1996.0,,Manga,"['Comedy', 'Slice of Life']",['Childcare'],Kids,52.0,6.6,798.0
Alice Tantei Kyoku,18819,TV (Continuing),['Unknown'],winter,1996.0,,Original,"['Fantasy', 'Mystery']",[],,56.0,0.0,445.0
Narara Superboard,32136,TV (Continuing),['Unknown'],winter,1996.0,,Manga,"['Action', 'Adventure', 'Comedy']",[],,54.0,0.0,419.0
Bit the Cupid,9812,TV (Continuing),['Group TAC'],winter,1996.0,,,['Comedy'],[],,48.0,0.0,386.0
Robot Pulta,29375,TV (Continuing),['Unknown'],winter,1996.0,,,"['Adventure', 'Comedy']",['Mecha'],Kids,0.0,0.0,372.0
Noobow,18573,TV (Continuing),['Unknown'],winter,1996.0,,,['Slice of Life'],[],,26.0,0.0,342.0
Kuma no Puutarou,11197,TV (Continuing),['Studio Deen'],winter,1996.0,,,['Comedy'],[],,30.0,0.0,302.0
Dokkan! Robotendon,21485,TV (Continuing),['Tatsunoko Production'],winter,1996.0,,,"['Adventure', 'Slice of Life']",[],,26.0,0.0,292.0
Asobo Toy-chan,21553,TV (Continuing),['Unknown'],winter,1996.0,,,[],[],,53.0,0.0,290.0
Bubaga,29467,TV (Continuing),['Unknown'],winter,1996.0,,,['Adventure'],[],,8.0,0.0,248.0
Fushigina Ano Ko wa Sutekina Kono Ko,30121,TV (Continuing),['Unknown'],winter,1996.0,,,['Adventure'],[],,154.0,0.0,239.0
Kidou Senshi Gundam: Dai 08 MS Shoutai,81,OVA,['Sunrise'],winter,1996.0,,Original,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']",[],,12.0,8.01,77000.0
Ranma ½ Super,1011,OVA,['Studio Deen'],winter,1996.0,,Manga,"['Action', 'Adventure', 'Comedy', 'Romance', 'Supernatural']",['Martial Arts'],Shounen,3.0,7.64,18000.0
Sonic★the★Hedgehog,2263,OVA,['Pierrot'],winter,1996.0,,Game,"['Adventure', 'Comedy', 'Sci-Fi']",[],,2.0,6.86,18000.0
Fire Emblem,2782,OVA,['Studio Fantasia'],winter,1996.0,,Game,"['Action', 'Adventure', 'Fantasy']",[],,2.0,5.62,13000.0
Seikimatsu★Darling,1217,OVA,['Horannabi'],winter,1996.0,,Manga,"['Boys Love', 'Comedy', 'Drama', 'Romance']",[],,1.0,6.33,7900.0
Soukihei MD Geist 2: Death Force,1286,OVA,['Zero-G Room'],winter,1996.0,,Original,"['Action', 'Sci-Fi']",[],,1.0,5.02,7900.0
Aozora Shoujo-tai,1233,OVA,['Studio Fantasia'],winter,1996.0,,Manga,"['Action', 'Comedy', 'Romance']",['Military'],Shounen,7.0,6.49,7700.0
Soreyuke! Uchuu Senkan Yamamoto Youko,1100,OVA,['J.C.Staff'],winter,1996.0,,Novel,"['Adventure', 'Comedy', 'Sci-Fi']",[],,3.0,6.04,5000.0
Boku no Marie,1701,OVA,['Pierrot'],winter,1996.0,,Manga,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",[],,3.0,6.28,4900.0
Yousei Hime Ren,1630,OVA,['Dangun Pictures'],winter,1996.0,,Original,"['Adventure', 'Comedy', 'Fantasy']",[],,2.0,6.04,4100.0
Can Can Bunny Extra,1275,OVA,['Triple X'],winter,1996.0,,Visual novel,"['Fantasy', 'Romance', 'Hentai']",[],,6.0,6.15,3600.0
Tokumu Sentai Shinesman,2097,OVA,['Production I.G'],winter,1996.0,,Manga,"['Action', 'Comedy', 'Sci-Fi']",[],,2.0,6.67,3100.0
Ninja Mono,1440,OVA,['AIC'],winter,1996.0,,Original,"['Adventure', 'Comedy', 'Supernatural']",[],,2.0,5.84,3100.0
Akiko,2979,OVA,['Triple X'],winter,1996.0,,,['Hentai'],[],,2.0,5.32,2700.0
Power Dolls,1820,OVA,['OLM'],winter,1996.0,,Game,"['Action', 'Adventure', 'Sci-Fi']",[],,2.0,5.37,2200.0
Nankyoku 28 Gou,2326,OVA,['Aubec'],winter,1996.0,,,['Hentai'],[],,1.0,5.4,2000.0
Doukyuusei 2 (OVA),4842,OVA,['Triple X'],winter,1996.0,,Visual novel,['Hentai'],[],,12.0,5.61,1900.0
Marriage: Kekkon,2082,OVA,"['DR Movie', 'Madhouse', 'Studio Junio']",winter,1996.0,,Visual novel,"['Romance', 'Slice of Life']",[],,2.0,5.3,1700.0
Heisei Harenchi Gakuen,6097,OVA,['Wise Guy'],winter,1996.0,,Manga,"['Comedy', 'Hentai']",[],,1.0,5.13,1600.0
Trouble Evocation,5191,OVA,['AIC'],winter,1996.0,,Manga,"['Drama', 'Romance', 'Hentai']",[],,2.0,5.59,1500.0
Tenkousei,4825,OVA,['Horannabi'],winter,1996.0,,,['Hentai'],[],,4.0,5.67,1100.0
Teppen,23723,OVA,['Knack Productions'],winter,1996.0,,,"['Action', 'Comedy']",[],,2.0,0.0,432.0
Itsuka no Main: Kaminari Shounen - Tenta Sanjou!,23353,OVA,['J.C.Staff'],winter,1996.0,,Manga,"['Action', 'Drama']",['Delinquents'],Seinen,1.0,0.0,410.0
Hello Kitty no Minna no Mori wo Mamore!,18589,OVA,['Unknown'],winter,1996.0,,,[],[],,1.0,0.0,407.0
Kero Kero Keroppi no Bikkuri! Obakeyashiki,22641,OVA,['Unknown'],winter,1996.0,,,['Supernatural'],[],,1.0,0.0,307.0
Zokuzoku Mura no Obake-tachi,12759,OVA,['Toei Animation'],winter,1996.0,,,['Fantasy'],[],,12.0,0.0,295.0
Dragon Ball Movie 4: Saikyou e no Michi,893,Movie,['Toei Animation'],winter,1996.0,,Manga,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['Super Power'],Shounen,1.0,7.13,58000.0
Doraemon Movie 17: Nobita to Ginga Express,2675,Movie,['Shin-Ei Animation'],winter,1996.0,,,['Fantasy'],[],,1.0,7.19,7300.0
Gokinjo Monogatari the Movie,7578,Movie,['Toei Animation'],winter,1996.0,,Original,"['Comedy', 'Drama', 'Romance']",[],,1.0,6.45,3300.0
Dorami & Doraemons: Robot School's Seven Mysteries,2646,Movie,['Unknown'],winter,1996.0,,,['Fantasy'],[],,1.0,6.66,1700.0
Armageddon,4567,Movie,['Unknown'],winter,1996.0,,Manga,"['Action', 'Adventure', 'Sci-Fi']",[],,1.0,3.86,1600.0
Chocchan Monogatari,4201,Movie,['Triangle Staff'],winter,1996.0,,,"['Drama', 'Slice of Life']",[],,1.0,6.63,1500.0
Bad Badtz-Maru no Ore no Pochi wa Sekaiichi,17479,Movie,['Unknown'],winter,1996.0,,,[],[],,1.0,0.0,385.0
Pipi Tobenai Hotaru,19909,Movie,['Mushi Production'],winter,1996.0,,Novel,"['Drama', 'Fantasy']",[],,1.0,0.0,318.0
City Hunter: The Secret Service,1477,Special,['Sunrise'],winter,1996.0,,Manga,"['Action', 'Comedy', 'Mystery']",[],,1.0,7.42,7900.0
Shounen Sunday CM: Ja Ja Uma Grooming UP!,52645,Special,['Unknown'],winter,1996.0,,Manga,['Comedy'],[],,1.0,0.0,124.0
Tenkuu no Escaflowne,182,TV (New),['Sunrise'],spring,1996.0,,Original,"['Adventure', 'Fantasy', 'Romance']",[],,26.0,7.67,147000.0
Bishoujo Senshi Sailor Moon: Sailor Stars,996,TV (New),['Toei Animation'],spring,1996.0,,Manga,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",['Mahou Shoujo'],Shoujo,34.0,7.94,106000.0
Slayers Next,535,TV (New),['E&G Films'],spring,1996.0,,Light novel,"['Adventure', 'Comedy', 'Fantasy']",[],,26.0,8.02,67000.0
Kodomo no Omocha (TV),1486,TV (New),['Gallop'],spring,1996.0,,Manga,"['Comedy', 'Drama', 'Romance']","['Love Polygon', 'Showbiz']",Shoujo,102.0,8.06,63000.0
Kidou Shinseiki Gundam X,92,TV (New),['Sunrise'],spring,1996.0,,Original,"['Adventure', 'Drama', 'Sci-Fi']",[],,39.0,7.33,34000.0
Jigoku Sensei Nube,2012,TV (New),['Toei Animation'],spring,1996.0,,Manga,"['Adventure', 'Comedy', 'Horror', 'Romance', 'Supernatural']",['School'],Shounen,49.0,7.56,19000.0
Kaiketsu Zorro,3010,TV (New),['Ashi Productions'],spring,1996.0,,Other,['Adventure'],[],,52.0,7.23,11000.0
B'T X,286,TV (New),['TMS Entertainment'],spring,1996.0,,Manga,"['Adventure', 'Sci-Fi']",['Mecha'],Shounen,25.0,7.03,11000.0
Cinderella Monogatari,2817,TV (New),['Tatsunoko Production'],spring,1996.0,,Other,"['Adventure', 'Fantasy', 'Romance']",[],,26.0,7.33,7600.0
Mizuiro Jidai,1040,TV (New),['Studio Comet'],spring,1996.0,,Manga,"['Drama', 'Romance', 'Slice of Life']",['School'],Shoujo,47.0,7.14,4600.0
VS Knight Lamune & 40 Fire,2087,TV (New),['Production Reed'],spring,1996.0,,Original,"['Action', 'Comedy', 'Fantasy']",[],,26.0,7.09,2900.0
Midori no Makibao,3550,TV (New),['Pierrot'],spring,1996.0,,Manga,['Comedy'],['Racing'],Shounen,61.0,6.9,1900.0
Hajime Ningen Gon,8764,TV (New),['Pierrot'],spring,1996.0,,Manga,['Comedy'],[],,39.0,6.21,758.0
Shounen Santa no Daibouken!,7639,TV (New),['Studio Deen'],spring,1996.0,,Novel,"['Adventure', 'Fantasy']",[],,24.0,0.0,421.0
Ijiwaru Baasan (1996),20081,TV (New),['Eiken'],spring,1996.0,,,"['Comedy', 'Slice of Life']",[],,46.0,0.0,350.0
Dragon Ball GT,225,TV (Continuing),['Toei Animation'],spring,1996.0,,Manga,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['Super Power'],Shounen,64.0,6.47,592000.0
Rurouni Kenshin: Meiji Kenkaku Romantan,45,TV (Continuing),"['Gallop', 'Studio Deen']",spring,1996.0,,Manga,"['Action', 'Adventure', 'Comedy', 'Romance']","['Historical', 'Samurai']",Shounen,94.0,8.29,467000.0
Detective Conan,235,TV (Continuing),['TMS Entertainment'],spring,1996.0,,Manga,"['Adventure', 'Comedy', 'Mystery']",['Detective'],Shounen,0.0,8.17,324000.0
Crayon Shin-chan,966,TV (Continuing),['Shin-Ei Animation'],spring,1996.0,,Manga,"['Comedy', 'Ecchi']",['School'],Seinen,0.0,7.76,76000.0
Doraemon (1979),2471,TV (Continuing),['Shin-Ei Animation'],spring,1996.0,,Manga,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['Anthropomorphic'],Kids,1787.0,7.78,57000.0
Gokinjo Monogatari,852,TV (Continuing),['Toei Animation'],spring,1996.0,,Manga,"['Comedy', 'Drama', 'Romance']",['Visual Arts'],Shoujo,50.0,7.61,22000.0
Kaitou Saint Tail,1567,TV (Continuing),['TMS Entertainment'],spring,1996.0,,Manga,"['Adventure', 'Romance']",[],,43.0,7.55,19000.0
Bakusou Kyoudai Let's & Go,2705,TV (Continuing),['Xebec'],spring,1996.0,,Manga,['Adventure'],['Racing'],Kids,51.0,6.85,10000.0
Virtua Fighter,961,TV (Continuing),['Tokyo Movie Shinsha'],spring,1996.0,,Game,"['Action', 'Adventure', 'Comedy']",[],,35.0,7.12,10000.0
Sazae-san,2406,TV (Continuing),['Eiken'],spring,1996.0,,4-koma manga,"['Comedy', 'Slice of Life']",[],,0.0,6.1,7600.0
Nintama Rantarou,1199,TV (Continuing),['Ajia-Do'],spring,1996.0,,Manga,['Comedy'],[],,0.0,7.08,6900.0
Kiteretsu Daihyakka,6509,TV (Continuing),['Gallop'],spring,1996.0,,Manga,"['Comedy', 'Drama', 'Slice of Life']",[],,331.0,6.79,5300.0
Chibi Maruko-chan (1995),6149,TV (Continuing),['Nippon Animation'],spring,1996.0,,Manga,"['Comedy', 'Slice of Life']",['School'],Shoujo,0.0,7.27,4800.0
Gegege no Kitarou (1996),7619,TV (Continuing),['Toei Animation'],spring,1996.0,,Manga,"['Adventure', 'Supernatural']",[],,114.0,6.72,3600.0
Sore Ike! Anpanman,1960,TV (Continuing),['TMS Entertainment'],spring,1996.0,,Picture book,"['Comedy', 'Fantasy']",[],,0.0,6.57,3300.0
Azuki-chan,1893,TV (Continuing),['Madhouse'],spring,1996.0,,Manga,"['Comedy', 'Romance', 'Slice of Life']",[],,117.0,6.7,2900.0
Mojakou,2736,TV (Continuing),['OLM'],spring,1996.0,,,"['Comedy', 'Fantasy', 'Sci-Fi']",[],,74.0,7.16,2500.0
Yuusha Shirei Dagwon,3505,TV (Continuing),['Sunrise'],spring,1996.0,,Original,"['Action', 'Adventure']",[],,48.0,6.92,2200.0
Meiken Lassie,3425,TV (Continuing),['Nippon Animation'],spring,1996.0,,Novel,"['Adventure', 'Slice of Life']",['Pets'],Kids,25.0,6.77,1600.0
Oyako Club,12393,TV (Continuing),['Eiken'],spring,1996.0,,Original,"['Comedy', 'Slice of Life']",[],,1818.0,5.52,1100.0
Knyacki!,7505,TV (Continuing),['Unknown'],spring,1996.0,,,"['Comedy', 'Drama', 'Fantasy']",[],,0.0,6.15,937.0
Shima Shima Tora no Shimajirou,9768,TV (Continuing),['Unknown'],spring,1996.0,,Original,"['Adventure', 'Comedy', 'Fantasy']",[],,726.0,6.02,830.0
Mama wa Poyopoyo Saurus ga Osuki,4782,TV (Continuing),['Nippon Animation'],spring,1996.0,,Manga,"['Comedy', 'Slice of Life']",['Childcare'],Kids,52.0,6.6,798.0
Alice Tantei Kyoku,18819,TV (Continuing),['Unknown'],spring,1996.0,,Original,"['Fantasy', 'Mystery']",[],,56.0,0.0,445.0
Bucket de Gohan,9540,TV (Continuing),['Unknown'],spring,1996.0,,,['Comedy'],[],,20.0,0.0,422.0
Narara Superboard,32136,TV (Continuing),['Unknown'],spring,1996.0,,Manga,"['Action', 'Adventure', 'Comedy']",[],,54.0,0.0,419.0
Robot Pulta,29375,TV (Continuing),['Unknown'],spring,1996.0,,,"['Adventure', 'Comedy']",['Mecha'],Kids,0.0,0.0,372.0
Bubaga,29467,TV (Continuing),['Unknown'],spring,1996.0,,,['Adventure'],[],,8.0,0.0,248.0
Fushigina Ano Ko wa Sutekina Kono Ko,30121,TV (Continuing),['Unknown'],spring,1996.0,,,['Adventure'],[],,154.0,0.0,239.0
Duchiwa Ppukku,48172,TV (Continuing),['Unknown'],spring,1996.0,,,"['Comedy', 'Supernatural']",[],,26.0,0.0,33.0
Gunsmith Cats,650,OVA,['OLM'],spring,1996.0,,Manga,"['Action', 'Comedy']",['Detective'],Seinen,3.0,7.33,48000.0
3x3 Eyes: Seima Densetsu,1225,OVA,['Studio Junio'],spring,1996.0,,Manga,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Romance']",[],,3.0,6.92,14000.0
Fire Emblem,2782,OVA,['Studio Fantasia'],spring,1996.0,,Game,"['Action', 'Adventure', 'Fantasy']",[],,2.0,5.62,13000.0
Shamanic Princess,1182,OVA,['Triangle Staff'],spring,1996.0,,Original,"['Action', 'Fantasy', 'Romance']",[],,6.0,6.62,12000.0
Shin Kidou Senki Gundam Wing: Operation Meteor,3626,OVA,['Sunrise'],spring,1996.0,,Original,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",[],,4.0,7.4,11000.0
Burn Up! W,769,OVA,['AIC'],spring,1996.0,,Original,"['Action', 'Comedy', 'Sci-Fi', 'Ecchi']",[],,4.0,6.38,9800.0
Mahoutsukai Tai!,629,OVA,['Triangle Staff'],spring,1996.0,,Original,"['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",[],,6.0,7.06,9400.0
Aozora Shoujo-tai,1233,OVA,['Studio Fantasia'],spring,1996.0,,Manga,"['Action', 'Comedy', 'Romance']",['Military'],Shounen,7.0,6.49,7700.0
Sanctuary,2698,OVA,['Pastel'],spring,1996.0,,Manga,"['Action', 'Drama', 'Suspense']","['Detective', 'Organized Crime']",Seinen,1.0,6.35,4700.0
Toushinden,2462,OVA,['J.C.Staff'],spring,1996.0,,Game,['Action'],[],,2.0,5.26,4100.0
Parade Parade,1390,OVA,['AIC'],spring,1996.0,,Manga,['Hentai'],[],,2.0,5.94,3300.0
Tattoon Master,2102,OVA,['AIC'],spring,1996.0,,Manga,"['Adventure', 'Comedy', 'Slice of Life', 'Supernatural']",[],,2.0,6.1,3100.0
Ojousama Sousamou,2057,OVA,['Daume'],spring,1996.0,,Original,"['Action', 'Comedy', 'Mystery']",[],,1.0,4.83,3100.0
Mutant Turtles: Choujin Densetsu-hen,1059,OVA,['Bee Media'],spring,1996.0,,,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",[],,2.0,5.22,2900.0
Inma Daitoshi: Beast City,1595,OVA,['C and R'],spring,1996.0,,Light novel,['Hentai'],[],,3.0,5.56,2600.0
Blue Seed 1.5,3952,OVA,['Production I.G'],spring,1996.0,,,"['Comedy', 'Romance', 'Sci-Fi']",[],,2.0,6.41,2400.0
Landlock,2078,OVA,['Sanctuary'],spring,1996.0,,,"['Adventure', 'Fantasy', 'Sci-Fi']",[],,2.0,5.39,2300.0
Ningyou Tsukai,4774,OVA,['JCF'],spring,1996.0,,Game,['Hentai'],[],,1.0,5.24,1800.0
Idol Fight Suchie-Pai 2,3816,OVA,['Daume'],spring,1996.0,,Game,"['Action', 'Ecchi']",[],,1.0,4.33,1800.0
Soap no Moko-chan,4490,OVA,['Atorie A.B.C.'],spring,1996.0,,Manga,['Hentai'],[],,1.0,6.09,1800.0
Sei Shoujo Sentai Lakers EX,3890,OVA,['animate Film'],spring,1996.0,,,"['Sci-Fi', 'Hentai']",[],,1.0,4.8,1500.0
Bounty Hunter: The Hard,4522,OVA,['J.C.Staff'],spring,1996.0,,Manga,['Action'],[],,1.0,5.74,1400.0
Harenchi Koumon Manyuuki,5566,OVA,['Horannabi'],spring,1996.0,,Manga,['Hentai'],[],,1.0,5.25,1300.0
Haou Daikei Ryuu Knight: Adeu Legend Final,1851,OVA,['Sunrise'],spring,1996.0,,,"['Adventure', 'Comedy', 'Fantasy']",[],,1.0,5.99,846.0
Future GPX Cyber Formula: Early Days Renewal,1396,OVA,['Sunrise'],spring,1996.0,,,"['Drama', 'Sci-Fi', 'Sports']",[],,2.0,6.39,756.0
Toppuku Kyousou Kyoku,23769,OVA,['Unknown'],spring,1996.0,,,['Comedy'],[],,2.0,0.0,277.0
Hamuko Mairu!,19463,OVA,['Unknown'],spring,1996.0,,Manga,"['Adventure', 'Comedy']",[],,1.0,0.0,228.0
Tenchi Muyou! in Love,1006,Movie,['AIC'],spring,1996.0,,Original,"['Action', 'Comedy', 'Romance', 'Sci-Fi']",[],,1.0,7.41,23000.0
Armitage III: Poly-Matrix,493,Movie,['AIC'],spring,1996.0,,Original,"['Action', 'Adventure', 'Romance', 'Sci-Fi']",[],,1.0,7.06,14000.0
Lupin III: Dead or Alive,1416,Movie,['Tokyo Movie Shinsha'],spring,1996.0,,Manga,"['Action', 'Adventure', 'Comedy', 'Mystery']",['Adult Cast'],Seinen,1.0,7.12,11000.0
Crayon Shin-chan Movie 04: Henderland no Daibouken,8359,Movie,['Shin-Ei Animation'],spring,1996.0,,Manga,"['Adventure', 'Ecchi']",[],,1.0,7.24,7300.0
Hamelin no Violin Hiki: The Movie,2207,Movie,['Nippon Animation'],spring,1996.0,,Manga,"['Adventure', 'Comedy', 'Fantasy']",[],,1.0,6.36,2500.0
Mahoujin Guru Guru Movie,796,Movie,['Nippon Animation'],spring,1996.0,,Manga,"['Adventure', 'Comedy', 'Fantasy']",[],,1.0,6.8,2000.0
Dragon Quest Retsuden: Roto no Monshou,7491,Movie,['Unknown'],spring,1996.0,,Game,"['Adventure', 'Fantasy']",[],,1.0,5.84,1800.0
Toilet no Hanako-san,8539,Movie,['Pierrot'],spring,1996.0,,Other,['Horror'],[],,1.0,6.2,1300.0
Nintama Rantarou Movie,2710,Movie,['Ajia-Do'],spring,1996.0,,,['Comedy'],[],,1.0,6.34,682.0
Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,22851,Movie,['Unknown'],spring,1996.0,,,"['Comedy', 'Sports']",[],,1.0,0.0,293.0
Crayon Shin-chan Specials,41880,Special,['Shin-Ei Animation'],spring,1996.0,,Manga,"['Comedy', 'Ecchi']",['School'],Seinen,0.0,0.0,331.0
Go! Go! Veggie-tan,29497,Special,['Unknown'],spring,1996.0,,,['Sci-Fi'],['Space'],Kids,1.0,0.0,222.0
